id;clasificacion_uso_espectro;titulo_id;titulo_type;created_at;updated_at
7856;uso_comercial;3994;ConsecionAnterior;2016-06-14 16:18:20.767;2016-06-14 16:18:20.767
7872;uso_comercial;4010;ConsecionAnterior;2016-06-14 17:14:59.197;2016-06-14 17:14:59.197
7874;uso_comercial;4012;ConsecionAnterior;2016-06-14 17:18:45.900;2016-06-14 17:18:45.900
7877;uso_comercial;4015;ConsecionAnterior;2016-06-14 17:33:52.197;2016-06-14 17:33:52.197
7879;uso_comercial;4017;ConsecionAnterior;2016-06-14 17:44:00.620;2016-06-14 17:44:00.620
7885;no_aplica;4023;ConsecionAnterior;2016-06-14 17:57:04.530;2016-06-14 17:57:04.530
7887;uso_comercial;4025;ConsecionAnterior;2016-06-14 18:00:39.547;2016-06-14 18:00:39.547
7888;uso_comercial;4026;ConsecionAnterior;2016-06-14 18:12:20.030;2016-06-14 18:12:20.030
7905;uso_comercial;4043;ConsecionAnterior;2016-06-14 20:29:07.937;2016-06-14 20:29:07.937
7907;uso_comercial;4045;ConsecionAnterior;2016-06-14 20:32:53.830;2016-06-14 20:32:53.830
7911;uso_comercial;4049;ConsecionAnterior;2016-06-14 20:47:07.800;2016-06-14 20:47:07.800
7913;uso_comercial;4051;ConsecionAnterior;2016-06-14 20:52:17.817;2016-06-14 20:52:17.817
7915;no_aplica;4053;ConsecionAnterior;2016-06-14 20:58:02.050;2016-06-14 20:58:02.050
7917;no_aplica;4055;ConsecionAnterior;2016-06-14 21:00:29.707;2016-06-14 21:00:29.707
7918;no_aplica;4056;ConsecionAnterior;2016-06-14 21:00:52.503;2016-06-14 21:00:52.503
7919;no_aplica;4057;ConsecionAnterior;2016-06-14 21:03:39.223;2016-06-14 21:03:39.223
7921;no_aplica;4059;ConsecionAnterior;2016-06-14 21:09:53.380;2016-06-14 21:09:53.380
7923;no_aplica;4061;ConsecionAnterior;2016-06-14 21:18:38.177;2016-06-14 21:18:38.177
7924;no_aplica;4062;ConsecionAnterior;2016-06-14 21:22:23.850;2016-06-14 21:22:23.850
7926;uso_comercial;4064;ConsecionAnterior;2016-06-14 21:27:08.477;2016-06-14 21:27:08.477
7929;uso_comercial;4067;ConsecionAnterior;2016-06-14 21:30:12.977;2016-06-14 21:30:12.977
7930;uso_comercial;4068;ConsecionAnterior;2016-06-14 21:32:21.383;2016-06-14 21:32:21.383
7932;no_aplica;4070;ConsecionAnterior;2016-06-14 21:37:38.477;2016-06-14 21:37:38.477
7934;no_aplica;4072;ConsecionAnterior;2016-06-14 21:40:34.167;2016-06-14 21:40:34.167
7935;uso_comercial;4073;ConsecionAnterior;2016-06-14 21:43:44.383;2016-06-14 21:43:44.383
7938;uso_comercial;4076;ConsecionAnterior;2016-06-14 21:49:28.823;2016-06-14 21:49:28.823
7940;no_aplica;4078;ConsecionAnterior;2016-06-14 21:58:00.747;2016-06-14 21:58:00.747
7941;uso_comercial;4079;ConsecionAnterior;2016-06-14 22:33:26.780;2016-06-14 22:33:26.780
7942;no_aplica;4080;ConsecionAnterior;2016-06-14 22:39:05.670;2016-06-14 22:39:05.670
8027;uso_comercial;4165;ConsecionAnterior;2016-06-15 16:33:46.343;2016-06-15 16:33:46.343
8028;no_aplica;4166;ConsecionAnterior;2016-06-15 16:35:05.923;2016-06-15 16:35:05.923
8037;uso_comercial;4175;ConsecionAnterior;2016-06-15 16:40:10.957;2016-06-15 16:40:10.957
8044;uso_comercial;4182;ConsecionAnterior;2016-06-15 16:44:18.283;2016-06-15 16:44:18.283
8047;uso_comercial;4185;ConsecionAnterior;2016-06-15 16:45:40.003;2016-06-15 16:45:40.003
8054;uso_comercial;4192;ConsecionAnterior;2016-06-15 16:49:13.317;2016-06-15 16:49:13.317
8058;no_aplica;4196;ConsecionAnterior;2016-06-15 16:50:42.627;2016-06-15 16:50:42.627
8064;uso_comercial;4202;ConsecionAnterior;2016-06-15 16:53:02.677;2016-06-15 16:53:02.677
8080;uso_comercial;4218;ConsecionAnterior;2016-06-15 17:00:34.083;2016-06-15 17:00:34.083
8083;no_aplica;4221;ConsecionAnterior;2016-06-15 17:01:51.190;2016-06-15 17:01:51.190
8084;uso_comercial;4222;ConsecionAnterior;2016-06-15 17:02:11.723;2016-06-15 17:02:11.723
8085;no_aplica;4223;ConsecionAnterior;2016-06-15 17:03:09.003;2016-06-15 17:03:09.003
8087;uso_comercial;4225;ConsecionAnterior;2016-06-15 17:03:31.537;2016-06-15 17:03:31.537
8089;uso_comercial;4227;ConsecionAnterior;2016-06-15 17:04:24.630;2016-06-15 17:04:24.630
8092;no_aplica;4230;ConsecionAnterior;2016-06-15 17:06:17.020;2016-06-15 17:06:17.020
8097;uso_comercial;4235;ConsecionAnterior;2016-06-15 17:08:10.863;2016-06-15 17:08:10.863
8103;no_aplica;4241;ConsecionAnterior;2016-06-15 17:10:13.850;2016-06-15 17:10:13.850
8111;no_aplica;4249;ConsecionAnterior;2016-06-15 17:13:05.117;2016-06-15 17:13:05.117
8121;uso_comercial;4259;ConsecionAnterior;2016-06-15 17:16:43.053;2016-06-15 17:16:43.053
8149;no_aplica;4287;ConsecionAnterior;2016-06-15 17:29:20.243;2016-06-15 17:29:20.243
8150;uso_comercial;4288;ConsecionAnterior;2016-06-15 17:29:36.257;2016-06-15 17:29:36.257
8158;no_aplica;4296;ConsecionAnterior;2016-06-15 17:32:38.413;2016-06-15 17:32:38.413
8180;uso_comercial;4318;ConsecionAnterior;2016-06-15 17:43:06.900;2016-06-15 17:43:06.900
8217;uso_comercial;4355;ConsecionAnterior;2016-06-15 17:57:23.917;2016-06-15 17:57:23.917
8223;no_aplica;4361;ConsecionAnterior;2016-06-15 18:00:16.997;2016-06-15 18:00:16.997
8251;uso_comercial;4389;ConsecionAnterior;2016-06-15 19:18:25.317;2016-06-15 19:18:25.317
8286;uso_comercial;4424;ConsecionAnterior;2016-06-15 19:36:11.537;2016-06-15 19:36:11.537
8360;uso_comercial;4498;ConsecionAnterior;2016-06-15 20:07:55.933;2016-06-15 20:07:55.933
8388;uso_comercial;4526;ConsecionAnterior;2016-06-15 20:18:24.200;2016-06-15 20:18:24.200
8389;uso_comercial;4527;ConsecionAnterior;2016-06-15 20:18:31.417;2016-06-15 20:18:31.417
8390;no_aplica;4528;ConsecionAnterior;2016-06-15 20:18:52.620;2016-06-15 20:18:52.620
8391;no_aplica;4529;ConsecionAnterior;2016-06-15 20:19:13.293;2016-06-15 20:19:13.293
8393;no_aplica;4531;ConsecionAnterior;2016-06-15 20:20:04.433;2016-06-15 20:20:04.433
8422;no_aplica;4560;ConsecionAnterior;2016-06-15 20:32:12.340;2016-06-15 20:32:12.340
8431;no_aplica;4569;ConsecionAnterior;2016-06-15 20:36:17.623;2016-06-15 20:36:17.623
8457;uso_comercial;4595;ConsecionAnterior;2016-06-15 20:46:44.420;2016-06-15 20:46:44.420
8468;uso_comercial;4606;ConsecionAnterior;2016-06-15 20:51:11.077;2016-06-15 20:51:11.077
8470;uso_comercial;4608;ConsecionAnterior;2016-06-15 20:51:55.923;2016-06-15 20:51:55.923
8541;uso_comercial;4679;ConsecionAnterior;2016-06-15 21:20:50.363;2016-06-15 21:20:50.363
8547;uso_comercial;4685;ConsecionAnterior;2016-06-15 21:23:02.940;2016-06-15 21:23:02.940
8561;uso_comercial;4699;ConsecionAnterior;2016-06-15 21:29:47.193;2016-06-15 21:29:47.193
8622;uso_comercial;4760;ConsecionAnterior;2016-06-15 21:49:35.820;2016-06-15 21:49:35.820
8636;uso_comercial;4774;ConsecionAnterior;2016-06-15 21:56:04.037;2016-06-15 21:56:04.037
8646;uso_comercial;4784;ConsecionAnterior;2016-06-15 21:59:48.383;2016-06-15 21:59:48.383
8647;uso_comercial;4785;ConsecionAnterior;2016-06-15 22:00:04.507;2016-06-15 22:00:04.507
8648;uso_comercial;4786;ConsecionAnterior;2016-06-15 22:00:20.117;2016-06-15 22:00:20.117
8649;uso_comercial;4787;ConsecionAnterior;2016-06-15 22:00:37.040;2016-06-15 22:00:37.040
8650;uso_comercial;4788;ConsecionAnterior;2016-06-15 22:00:53.243;2016-06-15 22:00:53.243
8651;uso_comercial;4789;ConsecionAnterior;2016-06-15 22:01:12.147;2016-06-15 22:01:12.147
8652;uso_comercial;4790;ConsecionAnterior;2016-06-15 22:01:36.663;2016-06-15 22:01:36.663
8653;uso_comercial;4791;ConsecionAnterior;2016-06-15 22:01:59.133;2016-06-15 22:01:59.133
8654;uso_comercial;4792;ConsecionAnterior;2016-06-15 22:02:03.773;2016-06-15 22:02:03.773
8655;uso_comercial;4793;ConsecionAnterior;2016-06-15 22:02:20.710;2016-06-15 22:02:20.710
8656;no_aplica;4794;ConsecionAnterior;2016-06-15 22:02:35.570;2016-06-15 22:02:35.570
8657;uso_comercial;4795;ConsecionAnterior;2016-06-15 22:02:52.930;2016-06-15 22:02:52.930
8658;uso_comercial;4796;ConsecionAnterior;2016-06-15 22:03:09.507;2016-06-15 22:03:09.507
8659;uso_comercial;4797;ConsecionAnterior;2016-06-15 22:03:25.617;2016-06-15 22:03:25.617
8660;uso_comercial;4798;ConsecionAnterior;2016-06-15 22:03:45.197;2016-06-15 22:03:45.197
8661;no_aplica;4799;ConsecionAnterior;2016-06-15 22:03:59.680;2016-06-15 22:03:59.680
8662;uso_comercial;4800;ConsecionAnterior;2016-06-15 22:04:17.633;2016-06-15 22:04:17.633
8663;no_aplica;4801;ConsecionAnterior;2016-06-15 22:04:33.977;2016-06-15 22:04:33.977
8664;uso_comercial;4802;ConsecionAnterior;2016-06-15 22:04:48.057;2016-06-15 22:04:48.057
8665;uso_comercial;4803;ConsecionAnterior;2016-06-15 22:05:02.617;2016-06-15 22:05:02.617
8666;no_aplica;4804;ConsecionAnterior;2016-06-15 22:05:22.167;2016-06-15 22:05:22.167
8670;no_aplica;4808;ConsecionAnterior;2016-06-15 22:06:35.757;2016-06-15 22:06:35.757
8672;uso_comercial;4810;ConsecionAnterior;2016-06-15 22:24:17.713;2016-06-15 22:24:17.713
8673;uso_comercial;4811;ConsecionAnterior;2016-06-15 22:24:33.057;2016-06-15 22:24:33.057
8675;uso_comercial;4813;ConsecionAnterior;2016-06-15 22:25:21.480;2016-06-15 22:25:21.480
8676;uso_comercial;4814;ConsecionAnterior;2016-06-15 22:25:40.197;2016-06-15 22:25:40.197
8678;uso_comercial;4816;ConsecionAnterior;2016-06-15 22:26:19.153;2016-06-15 22:26:19.153
8679;uso_comercial;4817;ConsecionAnterior;2016-06-15 22:26:34.917;2016-06-15 22:26:34.917
8680;uso_comercial;4818;ConsecionAnterior;2016-06-15 22:26:52.307;2016-06-15 22:26:52.307
8690;uso_comercial;4828;ConsecionAnterior;2016-06-15 22:30:51.857;2016-06-15 22:30:51.857
8712;uso_comercial;4850;ConsecionAnterior;2016-06-15 22:37:53.153;2016-06-15 22:37:53.153
8717;no_aplica;4855;ConsecionAnterior;2016-06-15 22:39:37.840;2016-06-15 22:39:37.840
8726;uso_comercial;4864;ConsecionAnterior;2016-06-15 22:44:36.107;2016-06-15 22:44:36.107
8728;uso_comercial;4866;ConsecionAnterior;2016-06-15 22:46:15.637;2016-06-15 22:46:15.637
8729;uso_comercial;4867;ConsecionAnterior;2016-06-15 22:47:14.967;2016-06-15 22:47:14.967
8730;no_aplica;4868;ConsecionAnterior;2016-06-15 22:48:07.093;2016-06-15 22:48:07.093
8735;uso_comercial;4873;ConsecionAnterior;2016-06-15 22:51:43.437;2016-06-15 22:51:43.437
8740;uso_comercial;4878;ConsecionAnterior;2016-06-15 22:53:10.390;2016-06-15 22:53:10.390
8741;uso_comercial;4879;ConsecionAnterior;2016-06-15 22:54:22.640;2016-06-15 22:54:22.640
8742;uso_comercial;4880;ConsecionAnterior;2016-06-15 22:55:01.420;2016-06-15 22:55:01.420
8770;uso_comercial;4908;ConsecionAnterior;2016-06-15 23:05:26.063;2016-06-15 23:05:26.063
8775;uso_comercial;4913;ConsecionAnterior;2016-06-15 23:06:47.280;2016-06-15 23:06:47.280
8780;uso_comercial;4918;ConsecionAnterior;2016-06-15 23:08:01.173;2016-06-15 23:08:01.173
8784;uso_comercial;4922;ConsecionAnterior;2016-06-15 23:08:49.610;2016-06-15 23:08:49.610
8787;uso_comercial;4925;ConsecionAnterior;2016-06-15 23:09:22.093;2016-06-15 23:09:22.093
8791;uso_comercial;4929;ConsecionAnterior;2016-06-15 23:10:12.360;2016-06-15 23:10:12.360
8801;uso_comercial;4939;ConsecionAnterior;2016-06-15 23:18:38.313;2016-06-15 23:18:38.313
8802;uso_comercial;4940;ConsecionAnterior;2016-06-15 23:19:29.297;2016-06-15 23:19:29.297
8803;no_aplica;4941;ConsecionAnterior;2016-06-15 23:20:13.940;2016-06-15 23:20:13.940
8804;no_aplica;4942;ConsecionAnterior;2016-06-15 23:20:48.297;2016-06-15 23:20:48.297
8806;uso_comercial;4944;ConsecionAnterior;2016-06-15 23:21:29.470;2016-06-15 23:21:29.470
8807;uso_comercial;4945;ConsecionAnterior;2016-06-15 23:22:12.517;2016-06-15 23:22:12.517
8808;uso_comercial;4946;ConsecionAnterior;2016-06-15 23:22:47.330;2016-06-15 23:22:47.330
8837;uso_comercial;4975;ConsecionAnterior;2016-06-16 15:56:13.540;2016-06-16 15:56:13.540
8848;uso_comercial;4986;ConsecionAnterior;2016-06-16 16:13:17.213;2016-06-16 16:13:17.213
8849;uso_comercial;4987;ConsecionAnterior;2016-06-16 16:15:10.073;2016-06-16 16:15:10.073
8850;uso_comercial;4988;ConsecionAnterior;2016-06-16 16:17:11.807;2016-06-16 16:17:11.807
8851;uso_comercial;4989;ConsecionAnterior;2016-06-16 16:19:05.480;2016-06-16 16:19:05.480
8853;uso_comercial;4991;ConsecionAnterior;2016-06-16 16:24:36.827;2016-06-16 16:24:36.827
8872;no_aplica;5010;ConsecionAnterior;2016-06-16 17:23:44.190;2016-06-16 17:23:44.190
8874;uso_comercial;5012;ConsecionAnterior;2016-06-16 17:30:06.130;2016-06-16 17:30:06.130
8877;uso_comercial;5015;ConsecionAnterior;2016-06-16 17:34:29.317;2016-06-16 17:34:29.317
8886;uso_comercial;5024;ConsecionAnterior;2016-06-16 19:22:20.207;2016-06-16 19:22:20.207
8894;uso_comercial;5032;ConsecionAnterior;2016-06-16 19:44:25.147;2016-06-16 19:44:25.147
8896;uso_comercial;5034;ConsecionAnterior;2016-06-16 19:47:25.130;2016-06-16 19:47:25.130
8921;uso_comercial;5059;ConsecionAnterior;2016-06-16 21:08:46.060;2016-06-16 21:08:46.060
8928;uso_comercial;5066;ConsecionAnterior;2016-06-16 21:14:28.750;2016-06-16 21:14:28.750
8930;uso_oficial;3678;Permiso;2016-06-16 21:22:11.000;2016-06-16 21:22:11.000
8933;uso_comercial;5069;ConsecionAnterior;2016-06-16 21:25:27.593;2016-06-16 21:25:27.593
8946;uso_comercial;5082;ConsecionAnterior;2016-06-16 21:46:17.550;2016-06-16 21:46:17.550
8947;uso_oficial;3680;Permiso;2016-06-16 21:47:06.690;2016-06-16 21:47:06.690
8955;uso_comercial;5089;ConsecionAnterior;2016-06-16 22:09:56.663;2016-06-16 22:09:56.663
8957;uso_no_comercial;3682;Permiso;2016-06-16 22:19:09.633;2016-06-16 22:19:09.633
8961;uso_comercial;5094;ConsecionAnterior;2016-06-16 22:56:47.730;2016-06-16 22:56:47.730
8970;uso_comercial;5103;ConsecionAnterior;2016-06-17 14:39:41.717;2016-06-17 14:39:41.717
8975;no_aplica;5108;ConsecionAnterior;2016-06-17 15:40:16.427;2016-06-17 15:40:16.427
8983;no_aplica;5116;ConsecionAnterior;2016-06-17 16:03:48.337;2016-06-17 16:03:48.337
8990;uso_comercial;5123;ConsecionAnterior;2016-06-17 16:28:23.713;2016-06-17 16:28:23.713
9012;no_aplica;5145;ConsecionAnterior;2016-06-17 17:52:58.317;2016-06-17 17:52:58.317
9013;uso_comercial;5146;ConsecionAnterior;2016-06-17 19:14:41.437;2016-06-17 19:14:41.437
9017;uso_comercial;5150;ConsecionAnterior;2016-06-17 19:22:48.907;2016-06-17 19:22:48.907
9021;uso_comercial;5154;ConsecionAnterior;2016-06-17 19:27:32.140;2016-06-17 19:27:32.140
9025;uso_comercial;5158;ConsecionAnterior;2016-06-17 19:32:20.657;2016-06-17 19:32:20.657
9030;no_aplica;5163;ConsecionAnterior;2016-06-17 19:41:13.173;2016-06-17 19:41:13.173
9032;uso_comercial;5165;ConsecionAnterior;2016-06-17 19:43:46.347;2016-06-17 19:43:46.347
9040;uso_comercial;5173;ConsecionAnterior;2016-06-17 19:49:03.657;2016-06-17 19:49:03.657
9045;uso_comercial;5178;ConsecionAnterior;2016-06-17 19:57:38.677;2016-06-17 19:57:38.677
9066;uso_comercial;5199;ConsecionAnterior;2016-06-17 20:47:52.573;2016-06-17 20:47:52.573
9069;uso_comercial;5202;ConsecionAnterior;2016-06-17 20:55:28.620;2016-06-17 20:55:28.620
9078;uso_comercial;5211;ConsecionAnterior;2016-06-17 21:35:38.407;2016-06-17 21:35:38.407
9079;uso_comercial;5212;ConsecionAnterior;2016-06-17 21:36:25.390;2016-06-17 21:36:25.390
9080;uso_comercial;5213;ConsecionAnterior;2016-06-17 21:38:20.017;2016-06-17 21:38:20.017
9081;uso_comercial;5214;ConsecionAnterior;2016-06-17 21:39:38.577;2016-06-17 21:39:38.577
9082;uso_comercial;5215;ConsecionAnterior;2016-06-17 21:40:38.030;2016-06-17 21:40:38.030
9083;uso_comercial;5216;ConsecionAnterior;2016-06-17 21:41:39.047;2016-06-17 21:41:39.047
9084;uso_comercial;5217;ConsecionAnterior;2016-06-17 21:42:38.110;2016-06-17 21:42:38.110
9085;uso_comercial;5218;ConsecionAnterior;2016-06-17 21:43:23.000;2016-06-17 21:43:23.000
9086;uso_comercial;5219;ConsecionAnterior;2016-06-17 21:44:09.390;2016-06-17 21:44:09.390
9087;uso_comercial;5220;ConsecionAnterior;2016-06-17 21:45:00.953;2016-06-17 21:45:00.953
9090;uso_comercial;5223;ConsecionAnterior;2016-06-17 21:46:33.547;2016-06-17 21:46:33.547
9091;uso_comercial;5224;ConsecionAnterior;2016-06-17 21:47:30.047;2016-06-17 21:47:30.047
9092;uso_comercial;5225;ConsecionAnterior;2016-06-17 21:48:28.813;2016-06-17 21:48:28.813
9093;no_aplica;5226;ConsecionAnterior;2016-06-17 21:49:38.970;2016-06-17 21:49:38.970
9094;no_aplica;5227;ConsecionAnterior;2016-06-17 21:57:54.047;2016-06-17 21:57:54.047
9095;no_aplica;5228;ConsecionAnterior;2016-06-17 21:59:11.440;2016-06-17 21:59:11.440
9097;uso_no_comercial;3684;Permiso;2016-06-17 22:12:03.787;2016-06-17 22:12:03.787
9100;no_aplica;5231;ConsecionAnterior;2016-06-17 22:58:08.213;2016-06-17 22:58:08.213
9101;no_aplica;3685;Permiso;2016-06-17 22:58:31.023;2016-06-17 22:58:31.023
9102;uso_comercial;5232;ConsecionAnterior;2016-06-17 23:00:47.417;2016-06-17 23:00:47.417
9139;uso_comercial;5269;ConsecionAnterior;2016-06-20 17:35:13.287;2016-06-20 17:35:13.287
9155;no_aplica;5285;ConsecionAnterior;2016-06-20 19:45:13.223;2016-06-20 19:45:13.223
9177;uso_oficial;5307;ConsecionAnterior;2016-06-20 21:05:55.513;2016-06-20 21:05:55.513
9178;uso_oficial;5308;ConsecionAnterior;2016-06-20 21:06:49.920;2016-06-20 21:06:49.920
9180;no_aplica;5310;ConsecionAnterior;2016-06-20 21:13:11.903;2016-06-20 21:13:11.903
9183;uso_comercial;5313;ConsecionAnterior;2016-06-20 21:19:20.357;2016-06-20 21:19:20.357
9184;uso_comercial;5314;ConsecionAnterior;2016-06-20 21:21:31.797;2016-06-20 21:21:31.797
9185;uso_comercial;5315;ConsecionAnterior;2016-06-20 21:22:28.140;2016-06-20 21:22:28.140
9186;no_aplica;5316;ConsecionAnterior;2016-06-20 21:22:46.170;2016-06-20 21:22:46.170
9187;uso_comercial;5317;ConsecionAnterior;2016-06-20 21:23:13.077;2016-06-20 21:23:13.077
9188;no_aplica;5318;ConsecionAnterior;2016-06-20 21:23:14.360;2016-06-20 21:23:14.360
9189;no_aplica;5319;ConsecionAnterior;2016-06-20 21:24:07.610;2016-06-20 21:24:07.610
9190;uso_comercial;5320;ConsecionAnterior;2016-06-20 21:24:51.187;2016-06-20 21:24:51.187
9191;uso_comercial;5321;ConsecionAnterior;2016-06-20 21:25:52.563;2016-06-20 21:25:52.563
9192;uso_comercial;5322;ConsecionAnterior;2016-06-20 21:26:10.000;2016-06-20 21:26:10.000
9193;uso_comercial;5323;ConsecionAnterior;2016-06-20 21:26:26.047;2016-06-20 21:26:26.047
9194;no_aplica;5324;ConsecionAnterior;2016-06-20 21:26:37.297;2016-06-20 21:26:37.297
9195;uso_comercial;5325;ConsecionAnterior;2016-06-20 21:26:54.313;2016-06-20 21:26:54.313
9198;no_aplica;5328;ConsecionAnterior;2016-06-21 14:13:37.873;2016-06-21 14:13:37.873
9199;uso_comercial;5329;ConsecionAnterior;2016-06-21 14:15:32.030;2016-06-21 14:15:32.030
9201;uso_comercial;5331;ConsecionAnterior;2016-06-21 14:18:15.967;2016-06-21 14:18:15.967
9202;no_aplica;5332;ConsecionAnterior;2016-06-21 14:19:25.797;2016-06-21 14:19:25.797
9205;uso_comercial;5335;ConsecionAnterior;2016-06-21 14:21:38.780;2016-06-21 14:21:38.780
9206;no_aplica;5336;ConsecionAnterior;2016-06-21 14:22:22.907;2016-06-21 14:22:22.907
9207;uso_comercial;5337;ConsecionAnterior;2016-06-21 14:24:05.263;2016-06-21 14:24:05.263
9210;no_aplica;5340;ConsecionAnterior;2016-06-21 14:26:25.187;2016-06-21 14:26:25.187
9215;uso_comercial;5345;ConsecionAnterior;2016-06-21 14:32:13.577;2016-06-21 14:32:13.577
9217;no_aplica;5347;ConsecionAnterior;2016-06-21 14:34:19.717;2016-06-21 14:34:19.717
9222;uso_comercial;5352;ConsecionAnterior;2016-06-21 14:37:07.187;2016-06-21 14:37:07.187
9223;no_aplica;5353;ConsecionAnterior;2016-06-21 14:37:35.360;2016-06-21 14:37:35.360
9225;no_aplica;5355;ConsecionAnterior;2016-06-21 14:39:53.783;2016-06-21 14:39:53.783
10198;uso_comercial;6328;ConsecionAnterior;2016-06-21 16:21:31.283;2016-06-21 16:21:31.283
10199;uso_comercial;6329;ConsecionAnterior;2016-06-21 16:23:13.847;2016-06-21 16:23:13.847
10200;no_aplica;6330;ConsecionAnterior;2016-06-21 16:24:34.657;2016-06-21 16:24:34.657
10202;uso_comercial;6332;ConsecionAnterior;2016-06-21 16:28:25.253;2016-06-21 16:28:25.253
10203;uso_comercial;6333;ConsecionAnterior;2016-06-21 16:34:07.753;2016-06-21 16:34:07.753
10204;no_aplica;6334;ConsecionAnterior;2016-06-21 16:36:44.160;2016-06-21 16:36:44.160
10206;no_aplica;6336;ConsecionAnterior;2016-06-21 16:38:34.393;2016-06-21 16:38:34.393
10207;uso_comercial;6337;ConsecionAnterior;2016-06-21 16:40:50.753;2016-06-21 16:40:50.753
10211;uso_comercial;6341;ConsecionAnterior;2016-06-21 16:53:26.303;2016-06-21 16:53:26.303
10213;uso_comercial;6343;ConsecionAnterior;2016-06-21 17:10:55.227;2016-06-21 17:10:55.227
10214;uso_comercial;6344;ConsecionAnterior;2016-06-21 17:15:34.603;2016-06-21 17:15:34.603
10216;uso_comercial;6346;ConsecionAnterior;2016-06-21 17:16:38.507;2016-06-21 17:16:38.507
10226;no_aplica;6356;ConsecionAnterior;2016-06-21 17:29:06.493;2016-06-21 17:29:06.493
10227;no_aplica;6357;ConsecionAnterior;2016-06-21 17:30:01.277;2016-06-21 17:30:01.277
10229;no_aplica;6359;ConsecionAnterior;2016-06-21 17:30:54.887;2016-06-21 17:30:54.887
10231;no_aplica;6361;ConsecionAnterior;2016-06-21 17:32:25.760;2016-06-21 17:32:25.760
10232;no_aplica;6362;ConsecionAnterior;2016-06-21 17:33:33.213;2016-06-21 17:33:33.213
10233;no_aplica;6363;ConsecionAnterior;2016-06-21 18:47:40.393;2016-06-21 18:47:40.393
10238;uso_comercial;6368;ConsecionAnterior;2016-06-21 18:56:17.800;2016-06-21 18:56:17.800
10240;uso_comercial;6370;ConsecionAnterior;2016-06-21 18:57:03.630;2016-06-21 18:57:03.630
10241;uso_comercial;6371;ConsecionAnterior;2016-06-21 18:57:25.300;2016-06-21 18:57:25.300
10242;uso_comercial;6372;ConsecionAnterior;2016-06-21 18:58:18.897;2016-06-21 18:58:18.897
10243;no_aplica;6373;ConsecionAnterior;2016-06-21 19:00:59.677;2016-06-21 19:00:59.677
10244;uso_comercial;6374;ConsecionAnterior;2016-06-21 19:03:06.677;2016-06-21 19:03:06.677
10253;no_aplica;6383;ConsecionAnterior;2016-06-21 19:12:48.380;2016-06-21 19:12:48.380
10258;uso_comercial;6388;ConsecionAnterior;2016-06-21 19:29:29.883;2016-06-21 19:29:29.883
10259;no_aplica;6389;ConsecionAnterior;2016-06-21 19:30:10.633;2016-06-21 19:30:10.633
10260;no_aplica;6390;ConsecionAnterior;2016-06-21 19:30:16.133;2016-06-21 19:30:16.133
10261;uso_comercial;6391;ConsecionAnterior;2016-06-21 19:32:47.383;2016-06-21 19:32:47.383
10262;uso_comercial;6392;ConsecionAnterior;2016-06-21 19:35:35.010;2016-06-21 19:35:35.010
10267;uso_comercial;6397;ConsecionAnterior;2016-06-21 19:42:16.040;2016-06-21 19:42:16.040
10268;uso_comercial;6398;ConsecionAnterior;2016-06-21 19:45:36.230;2016-06-21 19:45:36.230
10269;uso_comercial;6399;ConsecionAnterior;2016-06-21 19:46:47.370;2016-06-21 19:46:47.370
10270;uso_comercial;6400;ConsecionAnterior;2016-06-21 19:49:36.260;2016-06-21 19:49:36.260
10271;no_aplica;6401;ConsecionAnterior;2016-06-21 19:51:08.777;2016-06-21 19:51:08.777
10272;no_aplica;6402;ConsecionAnterior;2016-06-21 19:57:40.200;2016-06-21 19:57:40.200
10273;no_aplica;6403;ConsecionAnterior;2016-06-21 20:04:22.700;2016-06-21 20:04:22.700
10274;no_aplica;6404;ConsecionAnterior;2016-06-21 20:06:17.887;2016-06-21 20:06:17.887
10275;no_aplica;6405;ConsecionAnterior;2016-06-21 20:07:53.217;2016-06-21 20:07:53.217
10276;no_aplica;6406;ConsecionAnterior;2016-06-21 20:08:39.670;2016-06-21 20:08:39.670
10277;no_aplica;6407;ConsecionAnterior;2016-06-21 20:12:29.107;2016-06-21 20:12:29.107
10278;no_aplica;6408;ConsecionAnterior;2016-06-21 20:13:32.373;2016-06-21 20:13:32.373
10279;no_aplica;6409;ConsecionAnterior;2016-06-21 20:16:30.390;2016-06-21 20:16:30.390
10280;uso_comercial;6410;ConsecionAnterior;2016-06-21 20:17:35.827;2016-06-21 20:17:35.827
10282;no_aplica;6412;ConsecionAnterior;2016-06-21 20:21:23.607;2016-06-21 20:21:23.607
10283;no_aplica;6413;ConsecionAnterior;2016-06-21 20:28:52.640;2016-06-21 20:28:52.640
10284;no_aplica;6414;ConsecionAnterior;2016-06-21 20:30:24.423;2016-06-21 20:30:24.423
10285;no_aplica;6415;ConsecionAnterior;2016-06-21 20:31:35.750;2016-06-21 20:31:35.750
10286;uso_comercial;6416;ConsecionAnterior;2016-06-21 20:32:57.937;2016-06-21 20:32:57.937
10287;uso_comercial;6417;ConsecionAnterior;2016-06-21 20:33:46.767;2016-06-21 20:33:46.767
10288;uso_comercial;6418;ConsecionAnterior;2016-06-21 20:34:45.750;2016-06-21 20:34:45.750
10289;no_aplica;6419;ConsecionAnterior;2016-06-21 20:35:43.610;2016-06-21 20:35:43.610
10290;no_aplica;6420;ConsecionAnterior;2016-06-21 20:35:59.127;2016-06-21 20:35:59.127
