id;tipo_frecuencia;ancho_banda_desde;ancho_banda_hasta;unidad_desde;unidad_hasta;espectro_id;created_at;updated_at;desde;hasta;tx_desde;tx_hasta;rx_desde;rx_hasta
54;frecuencia_tx_rx;NULL;NULL;mhz;NULL;62;2015-11-17 16:31:27.773;2015-11-17 16:31:27.773;;;142,6000;;139,4875;
67;frecuencia_tx_rx;NULL;NULL;mhz;NULL;71;2015-11-18 16:31:05.783;2015-11-18 16:31:05.783;;;;;;
68;frecuencia_tx_rx;NULL;NULL;mhz;NULL;72;2015-11-18 16:31:05.860;2015-11-18 16:31:05.860;;;;;;
69;frecuencia_tx_rx;NULL;NULL;mhz;NULL;73;2015-11-18 16:31:07.127;2015-11-18 16:31:07.127;;;;;;
71;frecuencia;NULL;NULL;mhz;NULL;75;2015-11-18 16:34:48.247;2015-11-18 16:34:48.247;;;;;;
72;frecuencia;NULL;NULL;mhz;NULL;76;2015-11-18 16:36:40.247;2015-11-18 16:36:40.247;;;;;;
73;frecuencia;NULL;NULL;mhz;NULL;77;2015-11-18 16:37:36.507;2015-11-18 16:37:36.507;;;;;;
86;frecuencia_tx_rx;NULL;NULL;mhz;NULL;86;2015-11-26 16:09:40.280;2015-11-26 16:09:40.280;;;1495.0;;11895.0;
306;;NULL;NULL;mhz;NULL;147;2015-12-07 17:00:12.917;2015-12-07 17:00:12.917;;;;;;
330;frecuencia;NULL;NULL;mhz;NULL;164;2015-12-07 20:23:43.410;2015-12-07 20:23:43.410;;;;;;
331;rango_frecuencias;NULL;NULL;mhz;NULL;164;2015-12-07 20:23:43.410;2015-12-07 20:23:43.410;;;;;;
332;rango_frecuencias;NULL;NULL;mhz;NULL;164;2015-12-07 20:23:43.427;2015-12-07 20:23:43.427;;;;;;
333;rango_frecuencias;NULL;NULL;mhz;NULL;165;2015-12-07 20:28:26.303;2015-12-07 20:28:26.303;6820;6840;;;;
340;frecuencia_tx_rx;NULL;NULL;mhz;NULL;171;2015-12-08 17:28:20.693;2015-12-08 17:28:20.693;;;14025;;11733;
350;rango_frecuencias;NULL;NULL;mhz;NULL;175;2015-12-08 19:36:34.880;2015-12-08 19:36:34.880;7.100;7.125;;;;
351;frecuencia;NULL;NULL;mhz;NULL;175;2015-12-08 19:36:34.880;2015-12-08 19:36:34.880;;;;;;
491;rango_frecuencias;NULL;NULL;mhz;NULL;199;2015-12-08 20:37:32.200;2015-12-08 20:37:32.200;186;192;;;;
492;frecuencia;NULL;NULL;mhz;NULL;199;2015-12-08 20:37:32.200;2015-12-08 20:37:32.200;620;626;;;;
685;frecuencia_tx_rx;NULL;NULL;mhz;NULL;219;2015-12-09 19:20:12.593;2015-12-09 19:20:12.593;;;242.9750;;237.9750;
735;;NULL;NULL;mhz;NULL;261;2015-12-09 21:21:54.640;2015-12-09 21:21:54.640;;;;;;
738;frecuencia;NULL;NULL;mhz;NULL;263;2015-12-09 21:24:05.733;2015-12-09 21:24:05.733;;;;;;
739;rango_frecuencias;NULL;NULL;mhz;NULL;263;2015-12-09 21:24:05.733;2015-12-09 21:24:05.733;;;;;;
740;rango_frecuencias;NULL;NULL;mhz;NULL;263;2015-12-09 21:24:05.750;2015-12-09 21:24:05.750;;;;;;
748;frecuencia;NULL;NULL;mhz;NULL;271;2015-12-10 16:21:46.867;2015-12-10 16:21:46.867;;;229.0375;;229.0375;
754;frecuencia_tx_rx;NULL;NULL;mhz;NULL;276;2015-12-10 17:15:01.530;2015-12-10 17:15:01.530;;;449.7625;;444.7625;
761;rango_frecuencias_tx_rx;NULL;NULL;mhz;NULL;283;2015-12-10 19:39:30.873;2015-12-10 19:39:30.873;;;;;108.000;117.975
762;rango_frecuencias_tx_rx;NULL;NULL;mhz;NULL;283;2015-12-10 19:39:30.873;2015-12-10 19:39:30.873;;;117.975;136.975;;
763;rango_frecuencias;NULL;NULL;mhz;NULL;283;2015-12-10 19:39:30.873;2015-12-10 19:39:30.873;329.150;335.000;;;;
770;frecuencia;NULL;NULL;mhz;NULL;290;2015-12-10 20:41:15.943;2015-12-10 20:41:15.943;;;245.7000;;245.7000;
772;frecuencia_tx_rx;NULL;NULL;mhz;NULL;292;2015-12-10 21:22:50.073;2015-12-10 21:22:50.073;;;168.2625;;165.2625;
775;frecuencia;NULL;NULL;mhz;NULL;294;2015-12-10 21:25:40.107;2015-12-10 21:25:40.107;;;441.3750;;441.3750;
776;frecuencia;NULL;NULL;mhz;NULL;294;2015-12-10 21:25:40.107;2015-12-10 21:25:40.107;;;446.3750;;446.3750;
780;frecuencia;NULL;NULL;mhz;NULL;298;2015-12-11 14:20:05.647;2015-12-11 14:20:05.647;;;154.4375;;154.4375;
782;frecuencia_tx_rx;NULL;NULL;mhz;NULL;300;2015-12-11 14:56:25.573;2015-12-11 14:56:25.573;;;143.1625;;140.1500;
789;rango_frecuencias_tx_rx;NULL;NULL;mhz;NULL;306;2015-12-11 16:01:53.783;2015-12-11 16:01:53.783;;;156.025;157.425;156.050;163.275
790;rango_frecuencias_tx_rx;NULL;NULL;mhz;NULL;306;2015-12-11 16:01:53.783;2015-12-11 16:01:53.783;;;2;23;;
791;frecuencia_tx_rx;NULL;NULL;mhz;NULL;307;2015-12-11 16:21:24.597;2015-12-11 16:21:24.597;;;445.6125;;440.6125;
793;frecuencia_tx_rx;NULL;NULL;mhz;NULL;309;2015-12-11 17:04:44.227;2015-12-11 17:04:44.227;;;141.2875;;138.1875;
794;frecuencia;NULL;NULL;mhz;NULL;309;2015-12-11 17:04:44.243;2015-12-11 17:04:44.243;;;154.2125;;154.2125;
2781;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2299;2015-12-14 15:08:12.773;2015-12-14 15:08:12.773;;;270.1125;;265.1125;
2783;frecuencia;NULL;NULL;mhz;NULL;2301;2015-12-14 16:10:22.700;2015-12-14 16:10:22.700;117.975;137;;;;
2788;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2304;2015-12-14 16:35:17.673;2015-12-14 16:35:17.673;;;153.9375;;150.9375;
2803;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2316;2015-12-14 21:01:15.137;2015-12-14 21:01:15.137;;;166.7375;;163.6000;
2804;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2316;2015-12-14 21:01:15.153;2015-12-14 21:01:15.153;;;166.7675;;163.6375;
2807;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2318;2015-12-14 21:28:02.107;2015-12-14 21:28:02.107;;;154.5375;;151.5375;
2811;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2321;2015-12-15 16:56:19.410;2015-12-15 16:56:19.410;;;445.6875;;440.6250;
2812;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2322;2015-12-15 16:57:55.113;2015-12-15 16:57:55.113;;;143.2125;;140.2000;
2813;frecuencia;NULL;NULL;mhz;NULL;2322;2015-12-15 16:57:55.130;2015-12-15 16:57:55.130;;;155.9875;;155.9875;
2815;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2324;2015-12-15 17:53:30.027;2015-12-15 17:53:30.027;;;242.9875;;237.9875;
2817;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2326;2015-12-15 19:34:06.227;2015-12-15 19:34:06.227;;;252.4375;;247.4375;
2818;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2327;2015-12-15 20:12:54.387;2015-12-15 20:12:54.387;;;251.6500;;246.6500;
2819;frecuencia;NULL;NULL;mhz;NULL;2327;2015-12-15 20:12:54.403;2015-12-15 20:12:54.403;;;250.0500;;250.0500;
2822;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2329;2015-12-15 21:01:55.580;2015-12-15 21:01:55.580;;;243.2125;;238.2125;
2824;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2331;2015-12-15 21:28:13.427;2015-12-15 21:28:13.427;;;449.4125;;444.4125;
2825;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2331;2015-12-15 21:28:13.443;2015-12-15 21:28:13.443;;;448.6625;;443.6625;
2826;frecuencia;NULL;NULL;mhz;NULL;2331;2015-12-15 21:28:13.457;2015-12-15 21:28:13.457;;;443.5625;;443.5625;
2827;frecuencia;NULL;NULL;mhz;NULL;2331;2015-12-15 21:28:13.473;2015-12-15 21:28:13.473;;;446.6500;;446.6500;
2828;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2331;2015-12-15 21:28:13.490;2015-12-15 21:28:13.490;;;168.2125;;165.1375;
2829;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2331;2015-12-15 21:28:13.503;2015-12-15 21:28:13.503;;;168.7625;;165.6500;
2830;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2332;2015-12-15 21:30:19.973;2015-12-15 21:30:19.973;;;449.8375;;444.8375;
2831;frecuencia;NULL;NULL;mhz;NULL;2333;2015-12-15 21:56:49.227;2015-12-15 21:56:49.227;;;232.7750;;227.7750;
2842;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2340;2015-12-16 16:57:40.737;2015-12-16 16:57:40.737;;;142.8000;;139.8000;
2852;rango_frecuencias;NULL;NULL;mhz;NULL;2345;2015-12-16 19:11:40.937;2015-12-16 19:11:40.937;3.7;4.2;;;;
2853;frecuencia;NULL;NULL;mhz;NULL;2345;2015-12-16 19:11:40.953;2015-12-16 19:11:40.953;;;;;12.06;
2854;frecuencia;NULL;NULL;mhz;NULL;2345;2015-12-16 19:11:40.953;2015-12-16 19:11:40.953;;;;;12.10;
2855;frecuencia;NULL;NULL;mhz;NULL;2345;2015-12-16 19:11:40.970;2015-12-16 19:11:40.970;;;;;12.08;
2860;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.417;2015-12-16 20:36:31.417;;;7543.50;7704.50;7704.50;7543.50
2861;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.433;2015-12-16 20:36:31.433;;;7529.50;7690.50;7690.50;7529.50
2862;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.433;2015-12-16 20:36:31.433;;;7445.50;7606.50;7606.50;7445.50
2863;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.447;2015-12-16 20:36:31.447;;;7606.50;7445.50;7445.50;7606.50
2864;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.447;2015-12-16 20:36:31.447;;;7606.50;7445.50;7445.50;7606.50
2865;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.447;2015-12-16 20:36:31.447;;;7592.50;7431.50;7431.50;7592.50
2866;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.463;2015-12-16 20:36:31.463;;;7620.50;7459.50;7459.50;7620.50
2867;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.463;2015-12-16 20:36:31.463;;;7648.50;7487.50;7487.50;7648.50
2868;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.480;2015-12-16 20:36:31.480;;;7515.50;7676.50;7676.50;7515.50
2869;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.480;2015-12-16 20:36:31.480;;;8088.67;7777.35;7777.35;8088.67
2870;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.480;2015-12-16 20:36:31.480;;;8059.02;7747.70;7747.70;8059.02
2871;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.497;2015-12-16 20:36:31.497;;;7777.35;8088.67;8088.67;7777.35
2872;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.497;2015-12-16 20:36:31.497;;;11645.00;11115.00;11115.00;11645.00
2873;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.510;2015-12-16 20:36:31.510;;;10995.00;11525.00;11525.00;10995.00
2874;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.510;2015-12-16 20:36:31.510;;;11565.00;11035.00;11035.00;11565.00
2875;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.510;2015-12-16 20:36:31.510;;;12772.00;13038.00;13038.00;12772.00
2876;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.527;2015-12-16 20:36:31.527;;;13052.00;12786.00;12786.00;13052.00
2877;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.527;2015-12-16 20:36:31.527;;;12772.00;13038.00;13038.00;12772.00
2878;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.527;2015-12-16 20:36:31.527;;;13024.00;12758.00;12758.00;13024.00
2879;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.543;2015-12-16 20:36:31.543;;;12786.00;13052.00;13052.00;12786.00
2880;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.557;2015-12-16 20:36:31.557;;;12772.00;13038.00;13038.00;12772.00
2881;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.573;2015-12-16 20:36:31.573;;;13066.00;12800.00;12800.00;13066.00
2882;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.573;2015-12-16 20:36:31.573;;;13031.00;12765.00;12765.00;13031.00
2883;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.590;2015-12-16 20:36:31.590;;;19026.25;18016.25;18016.25;19026.25
2884;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.590;2015-12-16 20:36:31.590;;;17961.25;18971.25;18971.25;17961.25
2885;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.590;2015-12-16 20:36:31.590;;;18030.00;19040.00;19040.00;18030.00
2886;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.607;2015-12-16 20:36:31.607;;;18985.00;17975.00;17975.00;18985.00
2887;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.607;2015-12-16 20:36:31.607;;;19026.25;18016.25;18016.25;19026.25
2888;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.620;2015-12-16 20:36:31.620;;;18998.75;17988.75;17988.75;18998.75
2889;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.620;2015-12-16 20:36:31.620;;;18016.25;19026.25;19026.25;18016.25
2890;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.620;2015-12-16 20:36:31.620;;;19026.25;18016.25;18016.25;19026.25
2891;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.637;2015-12-16 20:36:31.637;;;19067.50;18057.50;18057.50;19067.50
2892;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.637;2015-12-16 20:36:31.637;;;19040.00;18030.00;18030.00;19040.00
2893;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.650;2015-12-16 20:36:31.650;;;17947.50;18957.50;18957.50;17947.50
2894;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.650;2015-12-16 20:36:31.650;;;19012.50;18002.50;18002.50;19012.50
2895;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.650;2015-12-16 20:36:31.650;;;19012.50;18002.50;18002.50;19012.50
2896;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.667;2015-12-16 20:36:31.667;;;19205.00;18195.00;18195.00;19205.00
2897;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.683;2015-12-16 20:36:31.683;;;19150.00;18140.00;18140.00;19150.00
2898;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.683;2015-12-16 20:36:31.683;;;19095.00;18085.00;18085.00;19095.00
2899;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.697;2015-12-16 20:36:31.697;;;19122.50;18112.50;18112.50;19122.50
2900;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.697;2015-12-16 20:36:31.697;;;19150.00;18140.00;18140.00;19150.00
2901;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.713;2015-12-16 20:36:31.713;;;14809.00;15299.00;15299.00;14809.00
2902;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.713;2015-12-16 20:36:31.713;;;15313.00;14823.00;14823.00;15313.00
2903;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.713;2015-12-16 20:36:31.713;;;14781.00;15271.00;15271.00;14781.00
2904;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.730;2015-12-16 20:36:31.730;;;15313.00;14823.00;14823.00;15313.00
2905;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.730;2015-12-16 20:36:31.730;;;15313.00;14823.00;14823.00;15313.00
2906;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.747;2015-12-16 20:36:31.747;;;15243.00;14753.00;14753.00;15243.00
2907;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.747;2015-12-16 20:36:31.747;;;15243.00;14753.00;14753.00;15243.00
2908;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.747;2015-12-16 20:36:31.747;;;14753.00;15243.00;15243.00;14753.00
2909;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.760;2015-12-16 20:36:31.760;;;14753.00;15243.00;15243.00;14753.00
2910;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.760;2015-12-16 20:36:31.760;;;22022.00;23254.00;23254.00;22022.00
2911;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.777;2015-12-16 20:36:31.777;;;21434.00;22666.00;22666.00;21434.00
2912;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.777;2015-12-16 20:36:31.777;;;23247.00;22015.00;22015.00;23247.00
2913;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.793;2015-12-16 20:36:31.793;;;11645.00;11115.00;11115.00;11645.00
2914;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.793;2015-12-16 20:36:31.793;;;11645.00;11115.00;11115.00;11645.00
2915;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.793;2015-12-16 20:36:31.793;;;8118.32;7807.00;7807.00;8118.32
2916;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.807;2015-12-16 20:36:31.807;;;11035.00;11565.00;11565.00;11035.00
2917;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.823;2015-12-16 20:36:31.823;;;14837.00;15327.00;15327.00;14837.00
2918;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.823;2015-12-16 20:36:31.823;;;22491.00;21259.00;21259.00;22491.00
2919;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.823;2015-12-16 20:36:31.823;;;19026.25;18016.25;18016.25;19026.25
2920;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.840;2015-12-16 20:36:31.840;;;19040.00;18030.00;18030.00;19040.00
2921;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.840;2015-12-16 20:36:31.840;;;15257.00;14767.00;14767.00;15257.00
2922;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2348;2015-12-16 20:36:31.857;2015-12-16 20:36:31.857;;;11115.00;11645.00;11645.00;11115.00
2928;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2354;2015-12-16 21:26:11.847;2015-12-16 21:26:11.847;;;7624.00;7470.00;7470.00;7624.00
2929;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2354;2015-12-16 21:26:11.847;2015-12-16 21:26:11.847;;;7596.00;7442.00;7442.00;7596.00
2930;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2354;2015-12-16 21:26:11.860;2015-12-16 21:26:11.860;;;8177.62;7866.30;7866.30;8177.62
2931;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2354;2015-12-16 21:26:11.860;2015-12-16 21:26:11.860;;;8207.27;7895.95;7895.95;8207.27
2932;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2354;2015-12-16 21:26:11.860;2015-12-16 21:26:11.860;;;7807.00;8118.32;8118.32;7807.00
2933;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2354;2015-12-16 21:26:11.877;2015-12-16 21:26:11.877;;;7807.00;8118.32;8118.32;7807.00
2934;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2354;2015-12-16 21:26:11.877;2015-12-16 21:26:11.877;;;7747.70;8059.02;8059.02;7747.70
2935;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2354;2015-12-16 21:26:11.893;2015-12-16 21:26:11.893;;;8059.02;7747.70;7747.70;8059.02
2936;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2354;2015-12-16 21:26:11.893;2015-12-16 21:26:11.893;;;8118.32;7807.00;7807.00;8118.32
2937;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2354;2015-12-16 21:26:11.893;2015-12-16 21:26:11.893;;;8266.57;7955.25;7955.25;8266.57
2938;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2354;2015-12-16 21:26:11.907;2015-12-16 21:26:11.907;;;8266.57;7955.25;7955.25;8266.57
2939;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2354;2015-12-16 21:26:11.907;2015-12-16 21:26:11.907;;;8147.97;7836.65;7836.65;8147.97
2940;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2354;2015-12-16 21:26:11.923;2015-12-16 21:26:11.923;;;8147.97;7836.65;7836.65;8147.97
2941;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2354;2015-12-16 21:26:11.923;2015-12-16 21:26:11.923;;;7442.00;7596.00;7596.00;7442.00
2942;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2354;2015-12-16 21:26:11.940;2015-12-16 21:26:11.940;;;7554.00;7708.00;7708.00;7554.00
2943;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2355;2015-12-16 21:29:37.300;2015-12-16 21:29:37.300;;;168.8500;;165.8500;
2945;frecuencia;NULL;NULL;mhz;NULL;2357;2015-12-16 21:42:15.533;2015-12-16 21:42:15.533;;;141.5500;;141.5500;
2950;rango_frecuencias;NULL;NULL;mhz;NULL;2361;2015-12-17 14:54:09.857;2015-12-17 14:54:09.857;3375;3400;;;;
2953;frecuencia;NULL;NULL;mhz;NULL;2363;2015-12-17 16:18:20.010;2015-12-17 16:18:20.010;;;448.9500;;448.9500;
2963;rango_frecuencias;NULL;NULL;mhz;NULL;2366;2015-12-17 16:48:38.123;2015-12-17 16:48:38.123;12863;12884;;;;
2964;;NULL;NULL;mhz;NULL;2366;2015-12-17 16:48:38.123;2015-12-17 16:48:38.123;13125;13146;;;;
2965;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2367;2015-12-17 16:52:04.793;2015-12-17 16:52:04.793;;;446.7750;;441.7750;
3047;rango_frecuencias;NULL;NULL;mhz;NULL;2371;2015-12-17 17:17:50.237;2015-12-17 17:17:50.237;108.000;117.950;;;;
3048;rango_frecuencias;NULL;NULL;mhz;NULL;2371;2015-12-17 17:17:50.237;2015-12-17 17:17:50.237;118.000;136.992;;;;
3049;rango_frecuencias;NULL;NULL;mhz;NULL;2371;2015-12-17 17:17:50.237;2015-12-17 17:17:50.237;328.600;335.400;;;;
3166;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2374;2015-12-17 17:24:13.487;2015-12-17 17:24:13.487;;;167.7000;;164.6500;
3323;rango_frecuencias;NULL;NULL;mhz;NULL;2388;2015-12-17 20:27:52.680;2015-12-17 20:27:52.680;118;136.975;;;;
3324;rango_frecuencias;NULL;NULL;mhz;NULL;2388;2015-12-17 20:27:52.680;2015-12-17 20:27:52.680;108;117.975;;;;
3329;rango_frecuencias;NULL;NULL;mhz;NULL;2393;2015-12-17 20:40:07.667;2015-12-17 20:40:07.667;108.000;117.975;;;;
3330;rango_frecuencias;NULL;NULL;mhz;NULL;2393;2015-12-17 20:40:07.667;2015-12-17 20:40:07.667;117.975;136.975;;;;
3331;rango_frecuencias;NULL;NULL;mhz;NULL;2393;2015-12-17 20:40:07.667;2015-12-17 20:40:07.667;328.600;335.400;;;;
3345;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2403;2015-12-18 14:07:19.147;2015-12-18 14:07:19.147;;;142.5500;;139.2875;
3346;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2403;2015-12-18 14:07:19.147;2015-12-18 14:07:19.147;;;142.5500;;139.4250;
3356;rango_frecuencias;NULL;NULL;mhz;NULL;2412;2015-12-18 16:02:38.020;2015-12-18 16:02:38.020;3375;3400;;;;
3381;frecuencia;NULL;NULL;mhz;NULL;2435;2015-12-18 17:46:40.547;2015-12-18 17:46:40.547;;;154.2500;;154.2500;
3382;frecuencia;NULL;NULL;mhz;NULL;2435;2015-12-18 17:46:40.563;2015-12-18 17:46:40.563;;;155.1625;;155.1625;
3388;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2439;2015-12-18 19:15:14.700;2015-12-18 19:15:14.700;;;;;11911.5;
3406;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2452;2015-12-21 15:28:42.360;2015-12-21 15:28:42.360;;;270.7125;;265.7125;
3408;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2454;2015-12-21 15:47:21.333;2015-12-21 15:47:21.333;;;243.1125;;238.1125;
3410;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2456;2015-12-21 16:01:00.210;2015-12-21 16:01:00.210;;;449.3500;;444.3500;
3412;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2458;2015-12-21 16:16:52.930;2015-12-21 16:16:52.930;;;446.0375;;441.0375;
3419;frecuencia;NULL;NULL;mhz;NULL;2464;2015-12-21 17:24:01.453;2015-12-21 17:24:01.453;;;440.1875;;440.1875;
3421;;NULL;NULL;mhz;NULL;2466;2015-12-21 17:35:23.000;2015-12-21 17:35:23.000;;;142.5000;;139.5000;
3422;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2467;2015-12-21 17:45:32.830;2015-12-21 17:45:32.830;;;152.7125;;149.6875;
3424;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2469;2015-12-21 17:49:49.300;2015-12-21 17:49:49.300;;;428.3875;;423.3875;
3428;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2473;2015-12-21 19:06:30.590;2015-12-21 19:06:30.590;;;254.0125;;249.0125;
3430;frecuencia_tx_rx;NULL;NULL;mhz;NULL;2475;2015-12-21 19:41:31.203;2015-12-21 19:41:31.203;;;252.5000;;247.5000;
3439;frecuencia;NULL;NULL;mhz;NULL;2481;2015-12-21 20:18:48.270;2015-12-21 20:18:48.270;;;155.9875;;155.9875;
