id;precio_interconexion;created_at;updated_at;acuerdo_acceso_interconexions_id;sci_servicios_id;servicio
85;34.00;2016-02-10 17:38:18.383;2016-02-10 17:38:18.383;24;18;ENLACE 200 Mbps PARA TRAFICO PARA TRANSITO HACIA INTERNET (5:1), PRECIO EN DOLARES
86;400.00;2016-02-10 17:38:18.397;2016-02-10 17:38:18.397;24;18;PUERTO GIGABIT ETHERNET PARA EL ENLACE DE TRANSITO DESDE Y HACIA INTERNET, PRECIO EN DOLARES
87;150.00;2016-02-10 17:38:18.397;2016-02-10 17:38:18.397;24;18;ATENCION DE AVERIAS ORO PARA ENLACE DE TRAFICO HACIA INTERNET, PRECIO EN DOLARES
88;NULL;2016-02-10 17:38:48.803;2016-02-10 17:38:48.803;25;18;NO APLICA
89;NULL;2016-02-10 17:38:48.803;2016-02-10 17:38:48.803;25;18;NO APLICA
90;NULL;2016-02-10 17:38:48.803;2016-02-10 17:38:48.803;25;18;NO APLICA
97;4649.00;2016-02-10 17:41:57.460;2016-02-10 17:41:57.460;27;18;ENLACE DE 30Mbps PARA TRAFICO HACIE INTERNET VIA METRO ETHERNET(5:1), PRECIO EN DOLARES
98;243.00;2016-02-10 17:41:57.460;2016-02-10 17:41:57.460;27;18;2 PUERTOS FAST ETHERNET PARA EL ENLACE DE INTERNET, PRECIO EN DOLARES
99;135.00;2016-02-10 17:41:57.477;2016-02-10 17:41:57.477;27;18;ATENCION DE AVERIAS ORO PARA ENLACE DE TRAFICO HACIA INTERNET, PRECIO EN DOLARES
100;243.00;2016-02-10 17:41:57.477;2016-02-10 17:41:57.477;27;18;ENLACE REDUNDANTE DE 30Mbps PARA TRAFICO HACIA INTERNET, PRECIO EN DOLARES, POR CADA PUERTO. LAS PARTES ACUERDAN QUE ESTE PRECIO SE MANTENDRÁ SIEMPRE Y CUANDO SEA UN ENLACE PASIVO, ES DECIR,  QUE PERMANEZCA INACTIVO AUNQUE SEA DE REDUNDANCIA SE DEBERÁ COBRAR EL MISMO MONTO QUE EN EL ENLACE PRINCIPAL
101;1000.00;2016-02-10 17:41:57.477;2016-02-10 17:41:57.477;27;18;INSTALACION PARA EL ENLACE PRINCIPAL, PRECIO EN DOLARES.
102;1000.00;2016-02-10 17:41:57.477;2016-02-10 17:41:57.477;27;18;INSTALACION DE ENLACE DE REDUNDANCIA, PRECIO EN DOLARES.
103;NULL;2016-02-10 17:47:59.493;2016-02-10 17:47:59.493;28;18;VER DETALLE DE SERVICIOS Y PRECIOS EN LA CASILLA DE NOTAS.
104;35000.00;2016-02-10 17:57:32.907;2016-02-10 17:57:32.907;29;18;Mensualidad por enlaces de acceso a Internet: 1IPL de 155Mbps vía cabl esubmarino Maya haccia Estados Unidos hasta el landing point en Florida, Estados Unidos. Precio en Dolares moneda de los Estados Unidos de América
105;450.00;2016-02-10 17:57:32.923;2016-02-10 17:57:32.923;29;18;Monto por concepto de instalació. Precio en dólares moneda de los Estados Unidos de America
138;4.00;2016-02-10 20:26:06.163;2016-02-10 20:26:06.163;34;18;USO DE RED FIJA PARA ORIGINACION DE TRAFICO DE LARGA DISTANCIA INTERNACIONAL, PRECIO POR MINUTO EN COLONES
139;4.00;2016-02-10 20:26:06.163;2016-02-10 20:26:06.163;34;18;ORIGINACION DE TRAFICO DESDE REDES FIJAS CON SELECCION DE OPERADOR NACIONAL, PRECIO POR MINUTO EN COLONES
140;4.00;2016-02-10 20:26:06.163;2016-02-10 20:26:06.163;34;18;ORIGINACION DE TRAFICO NACIONAL DESDE REDES FIJAS HACIA NUMEROS CORTOS DE LA OTRA PARTE, PRECIO POR MINUTO EN COLONES
141;19.00;2016-02-10 20:26:06.163;2016-02-10 20:26:06.163;34;18;USO DE PLATAFORMA DE TELEFONOS PUBLICOS PARA ORIGINAR LLAMADAS HACIA REDES FIJAS O MOVILES DE LA OTRA PARTE INTERNACIONAL, PRECIO POR MINUTO EN COLONES
142;18.00;2016-02-10 20:26:06.180;2016-02-10 20:26:06.180;34;18;ORIGINACION DE TRAFICO NACIONAL EN REDES DE TELEFONIA MOVIL HACIA PROVEEDORES DE SERVICIOS DE COBRO REVERTIDO 800 EN LAS REDES DE LA OTRA PARTE, PRECIO POR MINUTO EN COLONES
143;18.00;2016-02-10 20:26:06.180;2016-02-10 20:26:06.180;34;18;ORIGINACION DE TRAFICO NACIONAL DESDE REDES MOVILES CON SELECCION DE OPERADOR NACIONAL
144;18.00;2016-02-10 20:26:06.180;2016-02-10 20:26:06.180;34;18;ORIGINACION DE TRAFICO NACIONAL DESDE REDES MOVILES HACIA NUMEROS CORTOS DE A OTRA PARTE
145;4.00;2016-02-10 20:29:48.553;2016-02-10 20:29:48.553;35;18;Precio por minuto en red ICE en colones: Uso de red fija para terminación de tráfico
146;18.00;2016-02-10 20:29:48.553;2016-02-10 20:29:48.553;35;18;Precio por minuto en red ICE en colones: Uso de red móvil para terminación de tráfico.
147;4.00;2016-02-10 20:29:48.553;2016-02-10 20:29:48.553;35;18;Precio por minuto en red ICE en colones: Uso de red fija para originación de tráfico  
148;18.00;2016-02-10 20:29:48.553;2016-02-10 20:29:48.553;35;18;Precio por minuto en red ICE en colones: Uso de red móvil para originación de tráfico
149;6.00;2016-02-10 20:29:48.553;2016-02-10 20:29:48.553;35;18;Precio por minuto en red ICE en colones: Uso de red fija para tránsito nacional.
150;15.00;2016-02-10 20:29:48.553;2016-02-10 20:29:48.553;35;18;Precio por minuto en red ICE en colones: Uso de plataforma de telefonía pública
151;3.00;2016-02-10 20:29:48.570;2016-02-10 20:29:48.570;35;18;Precio por minuto en red de PRD en colones: Uso de la red de PRD para terminación de tráfico
152;502.00;2016-02-10 20:29:48.570;2016-02-10 20:29:48.570;35;18;Precios por los servicios asociados al POI eléctrico con la Central de San Pedro en la configuración de enlaces E1´s en US dólares:  Patch Cord desde PRD hasta el DDF en el MMR Cuota de instalación
153;42.00;2016-02-10 20:29:48.570;2016-02-10 20:29:48.570;35;18;Precios por los servicios asociados al POI eléctrico con la Central de San Pedro en la configuración de enlaces E1´s en US dólares:  Patch Cord desde PRD hasta el DDF en el MMR Cargo recurrente por E1
154;5400.00;2016-02-10 20:29:48.570;2016-02-10 20:29:48.570;35;18;Precios por los servicios asociados al POI eléctrico con la Central de San Pedro en la configuración de enlaces E1´s en US dólares: Configuración del puerto de Commutación por POI: Cuota de instalación
155;0.00;2016-02-10 20:29:48.570;2016-02-10 20:29:48.570;35;18;Precios por los servicios asociados al POI eléctrico con la Central de San Pedro en la configuración de enlaces E1´s en US dólares: Configuración del puerto de Commutación por POI: Cargo recurrente mensual por E1
165;4.00;2016-02-10 20:37:01.040;2016-02-10 20:37:01.040;37;18;Precio por minuto en colones: Uso de red fija para originación de tráfico de larga distancia internacional
166;18.00;2016-02-10 20:37:01.040;2016-02-10 20:37:01.040;37;18;Precio por minuto en colones: Uso de red móvil para originación de tráfico de larga distancia internacional
167;4.00;2016-02-10 20:37:01.040;2016-02-10 20:37:01.040;37;18;Precio por minuto en colones: Uso de red fija para originación de tráfico
168;15.00;2016-02-10 20:37:01.040;2016-02-10 20:37:01.040;37;18;Precio por minuto en colones: Uso de plataforma  de telefonía pública para originación de tráfico de larga distancia internacional
