id;numero_publicacion_gaceta;fecha_publicacion_gaceta;tipo_red;created_at;updated_at;fecha_vencimiento
674;236;2009-12-04;privada;2016-01-13 20:30:59.057;2016-01-13 20:30:59.057;2020-02-22
675;236;2009-12-04;privada;2016-01-13 20:34:19.353;2016-01-13 20:34:19.353;2020-03-18
677;236;2009-12-04;privada;2016-01-13 20:44:28.763;2016-01-13 20:44:28.763;NULL
679;236;2009-12-04;privada;2016-01-13 20:48:10.793;2016-01-13 20:48:10.793;NULL
680;236;2009-12-04;privada;2016-01-13 20:50:46.403;2016-01-13 20:50:46.403;NULL
682;236;2009-12-04;privada;2016-01-13 20:56:06.437;2016-01-13 20:56:06.437;2020-03-19
684;236;2009-12-04;privada;2016-01-13 21:01:52.297;2016-01-13 21:01:52.297;NULL
685;236;2009-12-04;privada;2016-01-13 21:03:11.170;2016-01-13 21:03:11.170;NULL
686;236;2009-12-04;privada;2016-01-13 21:06:06.217;2016-01-13 21:06:06.217;2020-02-10
687;236;2009-12-04;privada;2016-01-13 21:10:27.390;2016-01-13 21:10:27.390;NULL
688;236;2009-12-04;privada;2016-01-13 21:12:18.703;2016-01-13 21:12:18.703;NULL
689;236;2009-12-04;privada;2016-01-13 21:12:44.937;2016-01-13 21:12:44.937;NULL
690;236;2009-12-04;privada;2016-01-13 21:15:26.173;2016-01-13 21:15:26.173;NULL
691;236;2009-12-04;privada;2016-01-13 21:23:45.767;2016-01-13 21:23:45.767;2019-12-18
692;236;2009-12-04;privada;2016-01-13 21:26:12.690;2016-01-13 21:26:12.690;NULL
693;236;2009-12-04;privada;2016-01-13 21:26:59.190;2016-01-13 21:26:59.190;NULL
694;236;2009-12-04;privada;2016-01-14 14:08:25.900;2016-01-14 14:08:25.900;2020-02-19
696;236;2009-12-04;privada;2016-01-14 14:18:29.090;2016-01-14 14:18:29.090;NULL
697;236;2009-12-04;privada;2016-01-14 14:23:18.260;2016-01-14 14:23:18.260;NULL
698;236;2009-12-04;privada;2016-01-14 14:24:36.120;2016-01-14 14:24:36.120;2020-06-04
699;236;2009-12-04;privada;2016-01-14 14:26:01.823;2016-01-14 14:26:01.823;2020-11-01
701;236;0009-12-04;privada;2016-01-14 14:30:13.357;2016-01-14 14:30:13.357;2019-11-25
702;236;2009-12-04;privada;2016-01-14 14:31:45.120;2016-01-14 14:31:45.120;2019-12-18
703;236;2009-12-04;privada;2016-01-14 14:42:43.717;2016-01-14 14:42:43.717;2020-02-22
705;236;2009-12-04;privada;2016-01-14 14:51:34.297;2016-01-14 14:51:34.297;NULL
707;236;2009-12-04;privada;2016-01-14 14:55:44.437;2016-01-14 14:55:44.437;2020-01-08
708;236;2009-12-04;privada;2016-01-14 14:59:20.063;2016-01-14 14:59:20.063;2019-12-03
709;236;2009-12-04;privada;2016-01-14 15:26:03.080;2016-01-14 15:26:03.080;2020-03-11
710;236;2009-12-04;privada;2016-01-14 15:33:32.690;2016-01-14 15:33:32.690;NULL
711;248;2009-12-22;privada;2016-01-14 15:36:15.583;2016-01-14 15:36:15.583;2020-02-24
712;236;2009-12-04;privada;2016-01-14 15:39:01.317;2016-01-14 15:39:01.317;NULL
713;236;2009-12-04;privada;2016-01-14 15:40:09.147;2016-01-14 15:40:09.147;2019-12-12
714;236;2009-12-04;privada;2016-01-14 15:43:59.473;2016-01-14 15:43:59.473;2019-12-10
715;236;2009-12-04;privada;2016-01-14 15:50:50.787;2016-01-14 15:50:50.787;NULL
716;248;2009-12-22;privada;2016-01-14 15:51:04.007;2016-01-14 15:51:04.007;2020-03-11
717;236;2009-12-04;privada;2016-01-14 15:56:50.553;2016-01-14 15:56:50.553;NULL
718;236;2009-12-04;privada;2016-01-14 15:59:46.740;2016-01-14 15:59:46.740;2019-10-28
719;248;2009-12-22;privada;2016-01-14 16:09:35.133;2016-01-14 16:09:35.133;NULL
720;236;2009-12-04;privada;2016-01-14 16:11:50.383;2016-01-14 16:11:50.383;2020-02-24
723;248;2009-12-22;privada;2016-01-14 16:27:05.057;2016-01-14 16:27:05.057;2020-02-09
724;248;2009-12-22;privada;2016-01-14 16:35:09.637;2016-01-14 16:35:09.637;NULL
725;248;2009-12-22;privada;2016-01-14 16:37:11.307;2016-01-14 16:37:11.307;2020-02-04
727;248;2009-12-22;privada;2016-01-14 16:43:48.340;2016-01-14 16:43:48.340;2020-03-18
729;248;2009-12-22;privada;2016-01-14 17:03:58.733;2016-01-14 17:03:58.733;2020-03-09
730;248;2009-12-22;privada;2016-01-14 17:08:12.343;2016-01-14 17:08:12.343;2020-02-23
731;248;2009-12-22;privada;2016-01-14 17:09:28.813;2016-01-14 17:09:28.813;2020-04-06
734;248;2009-12-22;privada;2016-01-14 17:18:41.970;2016-01-14 17:18:41.970;NULL
736;248;2009-12-22;privada;2016-01-14 17:25:22.313;2016-01-14 17:25:22.313;NULL
737;248;2009-12-22;privada;2016-01-14 17:28:19.063;2016-01-14 17:28:19.063;2020-03-05
739;248;2009-12-22;privada;2016-01-14 17:37:54.423;2016-01-14 17:37:54.423;2002-01-04
740;248;2009-12-22;privada;2016-01-14 17:39:45.487;2016-01-14 17:39:45.487;2020-03-16
742;248;2009-12-22;privada;2016-01-14 17:54:56.257;2016-01-14 17:54:56.257;NULL
743;248;2009-12-22;privada;2016-01-14 17:58:42.833;2016-01-14 17:58:42.833;2020-03-05
746;248;2009-12-22;privada;2016-01-14 18:07:30.757;2016-01-14 18:07:30.757;NULL
748;248;2009-12-22;privada;2016-01-14 19:28:04.983;2016-01-14 19:28:04.983;2019-12-11
749;248;2009-12-22;privada;2016-01-14 19:33:19.390;2016-01-14 19:33:19.390;2020-11-10
750;248;2009-12-22;privada;2016-01-14 19:36:16.157;2016-01-14 19:36:16.157;2020-04-19
754;248;2009-12-22;privada;2016-01-14 19:39:55.643;2016-01-14 19:39:55.643;2020-02-15
755;248;2009-12-22;privada;2016-01-14 19:45:48.627;2016-01-14 19:45:48.627;2020-04-20
756;248;2009-12-22;privada;2016-01-14 19:53:28.613;2016-01-14 19:53:28.613;2020-03-22
757;248;2009-12-22;privada;2016-01-14 20:00:55.223;2016-01-14 20:00:55.223;2020-01-11
758;25;2010-02-05;privada;2016-01-14 20:01:26.910;2016-01-14 20:01:26.910;NULL
759;25;2010-02-05;privada;2016-01-14 20:08:41.583;2016-01-14 20:08:41.583;NULL
760;248;2009-12-22;privada;2016-01-14 20:08:56.193;2016-01-14 20:08:56.193;NULL
761;248;2009-12-22;privada;2016-01-14 20:17:17.833;2016-01-14 20:17:17.833;NULL
762;7;2010-01-12;privada;2016-01-14 20:23:28.523;2016-01-14 20:23:28.523;2020-05-31
763;7;2010-01-12;privada;2016-01-14 20:39:39.710;2016-01-14 20:39:39.710;2020-01-21
765;7;2010-01-12;privada;2016-01-14 20:59:38.947;2016-01-14 20:59:38.947;2020-04-13
766;34;2010-02-18;privada;2016-01-14 21:12:36.153;2016-01-14 21:12:36.153;2020-03-12
767;34;2010-02-18;privada;2016-01-14 21:31:48.187;2016-01-14 21:31:48.187;2020-02-03
768;7;2010-01-12;privada;2016-01-15 14:11:44.220;2016-01-15 14:11:44.220;0001-01-01
769;34;2010-02-18;privada;2016-01-15 14:16:32.940;2016-01-15 14:16:32.940;2020-02-02
770;7;2010-01-12;privada;2016-01-15 14:23:29.910;2016-01-15 14:23:29.910;NULL
771;34;2010-02-18;privada;2016-01-15 14:25:19.957;2016-01-15 14:25:19.957;2020-02-01
772;7;2010-01-12;publica;2016-01-15 14:30:11.613;2016-01-15 14:30:11.613;NULL
773;34;2010-02-18;privada;2016-01-15 14:33:50.270;2016-01-15 14:33:50.270;2020-02-09
774;34;2010-02-18;privada;2016-01-15 14:41:57.803;2016-01-15 14:41:57.803;NULL
775;7;2009-01-12;privada;2016-01-15 14:42:14.803;2016-01-15 14:42:14.803;2020-02-23
776;34;2010-02-18;privada;2016-01-15 15:29:05.183;2016-01-15 15:29:05.183;2020-02-12
777;34;2010-02-18;privada;2016-01-15 15:36:29.153;2016-01-15 15:36:29.153;NULL
779;34;2010-02-18;privada;2016-01-15 15:56:23.593;2016-01-15 15:56:23.593;2020-02-19
780;34;2010-02-18;privada;2016-01-15 16:00:51.063;2016-01-15 16:00:51.063;NULL
781;156;2013-08-16;privada;2016-01-15 16:05:45.720;2016-01-15 16:05:45.720;2020-03-17
782;54;2010-03-18;privada;2016-01-15 16:11:21.923;2016-01-15 16:11:21.923;2020-03-11
783;54;2010-03-18;privada;2016-01-15 16:17:47.347;2016-01-15 16:17:47.347;NULL
784;54;2010-03-18;privada;2016-01-15 16:22:36.493;2016-01-15 16:22:36.493;NULL
785;54;2010-03-18;privada;2016-01-15 16:28:24.027;2016-01-15 16:28:24.027;2020-02-19
786;54;2010-03-18;privada;2016-01-15 16:29:41.777;2016-01-15 16:29:41.777;2020-02-20
787;54;2010-03-18;privada;2016-01-15 16:36:47.923;2016-01-15 16:36:47.923;NULL
788;156;2013-08-16;privada;2016-01-15 16:38:04.907;2016-01-15 16:38:04.907;2020-02-23
789;54;2010-03-18;privada;2016-01-15 16:43:43.693;2016-01-15 16:43:43.693;NULL
790;156;2013-08-16;privada;2016-01-15 16:50:13.663;2016-01-15 16:50:13.663;NULL
791;54;2010-03-18;privada;2016-01-15 16:50:34.467;2016-01-15 16:50:34.467;2020-03-19
792;156;2013-08-16;privada;2016-01-15 17:11:24.293;2016-01-15 17:11:24.293;2020-03-02
793;54;2010-03-18;privada;2016-01-15 17:27:57.243;2016-01-15 17:27:57.243;2020-06-03
794;54;2010-03-18;privada;2016-01-15 17:40:03.040;2016-01-15 17:40:03.040;NULL
795;54;2010-03-18;privada;2016-01-15 19:03:51.973;2016-01-15 19:03:51.973;2020-04-05
796;77;2010-04-22;privada;2016-01-15 19:07:33.110;2016-01-15 19:07:33.110;2020-11-17
797;54;2010-03-18;privada;2016-01-15 19:13:31.237;2016-01-15 19:13:31.237;2020-04-12
798;77;2010-04-22;privada;2016-01-15 19:14:35.510;2016-01-15 19:14:35.510;NULL
799;54;2010-03-18;privada;2016-01-15 19:22:16.077;2016-01-15 19:22:16.077;2020-03-26
800;77;2010-04-22;privada;2016-01-15 19:27:35.867;2016-01-15 19:27:35.867;NULL
801;54;2010-03-18;privada;2016-01-15 19:34:14.277;2016-01-15 19:34:14.277;NULL
802;77;2010-04-22;privada;2016-01-15 19:37:46.300;2016-01-15 19:37:46.300;NULL
803;77;2010-04-22;privada;2016-01-15 19:42:50.160;2016-01-15 19:42:50.160;NULL
804;77;2010-04-22;privada;2016-01-15 19:49:20.307;2016-01-15 19:49:20.307;2020-04-12
805;77;2010-04-22;privada;2016-01-15 19:55:00.513;2016-01-15 19:55:00.513;2020-04-09
806;77;2010-04-22;privada;2016-01-15 20:03:42.120;2016-01-15 20:03:42.120;NULL
807;77;2010-04-22;privada;2016-01-15 20:04:55.203;2016-01-15 20:04:55.203;2020-04-13
808;77;2010-04-22;privada;2016-01-15 20:12:36.650;2016-01-15 20:12:36.650;2020-04-23
809;77;2010-04-22;privada;2016-01-15 20:13:31.200;2016-01-15 20:13:31.200;NULL
810;77;2010-04-22;privada;2016-01-15 20:27:27.140;2016-01-15 20:27:27.140;NULL
811;77;2010-04-22;privada;2016-01-15 20:32:05.003;2016-01-15 20:32:05.003;NULL
812;77;2010-04-22;privada;2016-01-15 20:32:48.907;2016-01-15 20:32:48.907;2020-05-11
813;77;2010-04-22;privada;2016-01-15 21:01:34.730;2016-01-15 21:01:34.730;2020-04-16
815;77;2010-04-22;privada;2016-01-15 21:17:17.607;2016-01-15 21:17:17.607;2020-04-14
816;77;2010-04-22;privada;2016-01-18 14:50:16.053;2016-01-18 14:50:16.053;2020-06-14
817;77;2010-04-22;privada;2016-01-18 15:23:41.293;2016-01-18 15:23:41.293;NULL
820;77;2010-04-22;privada;2016-01-18 15:33:22.730;2016-01-18 15:33:22.730;2020-06-18
822;90;2010-05-11;privada;2016-01-18 15:43:58.060;2016-01-18 15:43:58.060;NULL
823;77;2010-04-22;privada;2016-01-18 15:49:16.593;2016-01-18 15:49:16.593;NULL
824;90;2010-05-11;privada;2016-01-18 15:50:13.687;2016-01-18 15:50:13.687;NULL
825;123;2010-06-25;privada;2016-01-18 15:54:34.767;2016-01-18 15:54:34.767;2020-05-12
826;90;2010-05-11;privada;2016-01-18 15:57:14.827;2016-01-18 15:57:14.827;2020-06-11
827;77;2010-04-22;privada;2016-01-18 16:00:59.267;2016-01-18 16:00:59.267;NULL
828;90;2010-05-11;privada;2016-01-18 16:02:00.577;2016-01-18 16:02:00.577;2020-05-25
829;123;2010-06-25;privada;2016-01-18 16:04:09.297;2016-01-18 16:04:09.297;2020-05-12
830;123;2010-06-25;privada;2016-01-18 16:05:15.500;2016-01-18 16:05:15.500;2020-05-12
831;123;2010-06-25;privada;2016-01-18 16:08:34.470;2016-01-18 16:08:34.470;NULL
832;123;2010-06-25;privada;2016-01-18 16:13:40.610;2016-01-18 16:13:40.610;NULL
833;77;2010-04-22;privada;2016-01-18 16:14:27.283;2016-01-18 16:14:27.283;NULL
834;123;2010-06-25;privada;2016-01-18 16:19:49.330;2016-01-18 16:19:49.330;2020-06-04
835;90;2010-05-11;privada;2016-01-18 16:28:41.660;2016-01-18 16:28:41.660;NULL
836;123;2010-06-25;privada;2016-01-18 16:29:20.333;2016-01-18 16:29:20.333;2020-06-22
837;77;2010-04-22;privada;2016-01-18 16:29:43.877;2016-01-18 16:29:43.877;NULL
838;90;2010-05-11;privada;2016-01-18 16:35:43.363;2016-01-18 16:35:43.363;NULL
839;77;2010-04-22;privada;2016-01-18 16:38:28.740;2016-01-18 16:38:28.740;2020-04-23
840;90;2010-05-11;privada;2016-01-18 16:41:01.550;2016-01-18 16:41:01.550;NULL
841;77;2010-04-22;privada;2016-01-18 16:44:31.740;2016-01-18 16:44:31.740;2020-04-23
842;77;2010-04-22;publica;2016-01-18 16:50:41.583;2016-01-18 16:50:41.583;2020-04-25
843;90;2010-05-11;privada;2016-01-18 17:01:26.867;2016-01-18 17:01:26.867;2020-05-03
844;123;2010-06-25;privada;2016-01-18 17:07:39.413;2016-01-18 17:07:39.413;NULL
845;90;2010-05-11;privada;2016-01-18 17:13:32.257;2016-01-18 17:13:32.257;NULL
846;90;2010-05-11;privada;2016-01-18 17:32:41.463;2016-01-18 17:32:41.463;NULL
847;159;2010-08-17;privada;2016-01-18 17:36:18.417;2016-01-18 17:36:18.417;2020-08-11
848;90;2010-05-11;privada;2016-01-18 17:36:45.903;2016-01-18 17:36:45.903;NULL
849;159;2010-08-17;privada;2016-01-18 19:06:03.867;2016-01-18 19:06:03.867;2020-07-13
850;90;2010-05-11;privada;2016-01-18 19:17:13.117;2016-01-18 19:17:13.117;NULL
851;159;2010-08-17;privada;2016-01-18 19:19:14.007;2016-01-18 19:19:14.007;2020-07-27
852;90;2010-05-11;privada;2016-01-18 19:25:04.773;2016-01-18 19:25:04.773;NULL
853;159;2010-08-17;privada;2016-01-18 19:26:14.587;2016-01-18 19:26:14.587;2020-07-30
854;123;2010-06-25;privada;2016-01-18 19:28:51.667;2016-01-18 19:28:51.667;2020-06-07
855;90;2010-05-11;privada;2016-01-18 19:33:13.603;2016-01-18 19:33:13.603;NULL
856;123;2010-06-25;privada;2016-01-18 19:35:32.823;2016-01-18 19:35:32.823;2020-07-01
857;123;2010-06-25;privada;2016-01-18 19:47:31.747;2016-01-18 19:47:31.747;2020-07-15
858;123;2010-06-25;privada;2016-01-18 19:52:05.027;2016-01-18 19:52:05.027;NULL
859;90;2010-05-11;privada;2016-01-18 19:53:22.700;2016-01-18 19:53:22.700;NULL
860;123;2010-06-25;privada;2016-01-18 19:56:18.823;2016-01-18 19:56:18.823;2020-06-14
861;90;2010-05-11;privada;2016-01-18 19:58:58.340;2016-01-18 19:58:58.340;2020-05-11
862;159;2010-08-17;privada;2016-01-18 20:01:49.920;2016-01-18 20:01:49.920;2020-09-08
863;123;2010-06-25;privada;2016-01-18 20:03:03.700;2016-01-18 20:03:03.700;2020-07-02
864;123;2010-06-25;privada;2016-01-18 20:06:57.780;2016-01-18 20:06:57.780;2020-06-14
865;90;2010-05-11;privada;2016-01-18 20:09:23.593;2016-01-18 20:09:23.593;2020-05-03
866;159;2010-08-17;privada;2016-01-18 20:11:33.357;2016-01-18 20:11:33.357;NULL
867;90;2010-05-11;privada;2016-01-18 20:16:46.890;2016-01-18 20:16:46.890;2020-05-06
868;123;2010-06-25;privada;2016-01-18 20:17:46.670;2016-01-18 20:17:46.670;2020-06-15
869;90;2010-05-11;privada;2016-01-18 20:22:16.983;2016-01-18 20:22:16.983;2020-05-11
871;159;2010-08-17;privada;2016-01-18 20:23:46.797;2016-01-18 20:23:46.797;2020-07-22
872;159;2010-08-17;privada;2016-01-18 20:23:51.127;2016-01-18 20:23:51.127;NULL
873;159;2010-08-17;privada;2016-01-18 20:30:14.093;2016-01-18 20:30:14.093;NULL
874;195;2010-10-07;privada;2016-01-18 20:37:37.267;2016-01-18 20:37:37.267;2020-08-13
875;195;2010-10-07;privada;2016-01-18 20:43:20.220;2016-01-18 20:43:20.220;2020-08-10
876;159;2010-08-17;privada;2016-01-18 20:46:21.067;2016-01-18 20:46:21.067;NULL
877;195;2010-10-07;privada;2016-01-18 20:52:19.957;2016-01-18 20:52:19.957;2020-08-10
878;159;2010-08-17;privada;2016-01-18 20:52:39.817;2016-01-18 20:52:39.817;NULL
879;195;2010-10-07;privada;2016-01-18 20:56:20.457;2016-01-18 20:56:20.457;2020-10-15
880;159;2010-08-17;privada;2016-01-18 20:58:58.927;2016-01-18 20:58:58.927;NULL
881;195;2010-10-07;privada;2016-01-18 21:09:57.660;2016-01-18 21:09:57.660;2020-09-02
882;195;2010-10-07;privada;2016-01-18 21:27:35.350;2016-01-18 21:27:35.350;NULL
883;234;2010-12-02;privada;2016-01-18 21:28:46.507;2016-01-18 21:28:46.507;2020-11-25
884;195;2010-10-07;privada;2016-01-19 14:08:51.467;2016-01-19 14:08:51.467;2020-09-14
885;9;2010-01-13;privada;2016-01-19 14:09:25.500;2016-01-19 14:09:25.500;2021-01-05
888;234;2010-12-02;privada;2016-01-19 14:10:52.923;2016-01-19 14:10:52.923;2020-11-24
889;195;2010-10-07;privada;2016-01-19 14:15:29.813;2016-01-19 14:15:29.813;2020-10-26
890;9;2011-01-13;privada;2016-01-19 14:19:26.937;2016-01-19 14:19:26.937;NULL
891;9;2011-01-13;privada;2016-01-19 14:21:25.267;2016-01-19 14:21:25.267;NULL
892;195;2010-10-07;privada;2016-01-19 14:24:08.157;2016-01-19 14:24:08.157;2020-09-28
893;9;2011-01-13;privada;2016-01-19 14:30:49.110;2016-01-19 14:30:49.110;2021-02-09
894;234;2010-12-02;privada;2016-01-19 14:31:13.317;2016-01-19 14:31:13.317;2021-01-21
895;9;2011-01-13;privada;2016-01-19 14:35:12.940;2016-01-19 14:35:12.940;2020-12-14
896;9;2011-01-13;privada;2016-01-19 14:36:28.783;2016-01-19 14:36:28.783;2020-12-22
897;9;2011-01-13;privada;2016-01-19 14:42:06.877;2016-01-19 14:42:06.877;NULL
898;234;2010-12-02;privada;2016-01-19 14:44:35.707;2016-01-19 14:44:35.707;2020-10-13
899;9;2011-01-13;privada;2016-01-19 14:46:19.677;2016-01-19 14:46:19.677;2021-01-18
900;9;2011-01-13;privada;2016-01-19 15:18:41.227;2016-01-19 15:18:41.227;NULL
901;9;2011-01-13;privada;2016-01-19 15:27:02.820;2016-01-19 15:27:02.820;2010-12-22
903;234;2010-12-02;privada;2016-01-19 15:28:41.853;2016-01-19 15:28:41.853;2021-01-25
904;9;2011-01-13;privada;2016-01-19 15:29:39.227;2016-01-19 15:29:39.227;2020-12-21
905;9;2011-01-13;privada;2016-01-19 15:36:57.540;2016-01-19 15:36:57.540;0020-12-10
906;234;2010-12-02;privada;2016-01-19 15:41:33.557;2016-01-19 15:41:33.557;NULL
907;234;2010-12-02;privada;2016-01-19 15:56:08.467;2016-01-19 15:56:08.467;2020-11-03
908;9;2011-01-13;privada;2016-01-19 15:57:03.167;2016-01-19 15:57:03.167;2020-11-30
909;71;2011-04-12;privada;2016-01-19 15:57:19.777;2016-01-19 15:57:19.777;2021-01-25
910;234;2010-12-02;privada;2016-01-19 16:02:57.137;2016-01-19 16:02:57.137;NULL
911;9;2011-01-13;privada;2016-01-19 16:04:30.060;2016-01-19 16:04:30.060;NULL
912;234;2010-12-02;privada;2016-01-19 16:06:43.013;2016-01-19 16:06:43.013;NULL
914;234;2010-12-02;privada;2016-01-19 16:18:58.483;2016-01-19 16:18:58.483;NULL
915;234;2010-12-02;privada;2016-01-19 16:25:16.563;2016-01-19 16:25:16.563;2021-01-14
916;234;2010-12-02;privada;2016-01-19 16:31:06.767;2016-01-19 16:31:06.767;NULL
917;71;2011-04-12;privada;2016-01-19 16:45:28.863;2016-01-19 16:45:28.863;NULL
918;71;2011-04-12;privada;2016-01-19 16:49:08.080;2016-01-19 16:49:08.080;2021-01-14
921;71;2011-04-12;privada;2016-01-19 17:03:02.490;2016-01-19 17:03:02.490;NULL
922;20;2013-02-25;privada;2016-01-19 17:10:09.007;2016-01-19 17:10:09.007;2023-01-10
923;71;2011-04-12;privada;2016-01-19 17:12:04.427;2016-01-19 17:12:04.427;2021-11-25
924;71;2011-04-12;privada;2016-01-19 17:14:39.743;2016-01-19 17:14:39.743;2021-01-12
925;71;2011-04-12;privada;2016-01-19 17:18:57.677;2016-01-19 17:18:57.677;2021-03-10
926;71;2011-04-12;privada;2016-01-19 17:24:27.087;2016-01-19 17:24:27.087;NULL
927;19;2013-01-28;privada;2016-01-19 17:31:05.913;2016-01-19 17:31:05.913;2023-02-28
928;71;2011-04-12;privada;2016-01-19 17:36:51.930;2016-01-19 17:36:51.930;NULL
929;71;2011-04-12;privada;2016-01-19 17:43:30.617;2016-01-19 17:43:30.617;NULL
931;71;2011-04-12;privada;2016-01-19 19:12:46.333;2016-01-19 19:12:46.333;NULL
932;71;2011-04-12;privada;2016-01-19 19:16:45.660;2016-01-19 19:16:45.660;2021-05-04
933;105;2013-06-03;privada;2016-01-19 19:18:02.177;2016-01-19 19:18:02.177;2023-05-27
934;233;2011-12-05;privada;2016-01-19 19:24:57.177;2016-01-19 19:24:57.177;2021-12-06
935;99;2011-05-24;privada;2016-01-19 19:25:02.927;2016-01-19 19:25:02.927;2021-05-19
936;91;2013-05-14;privada;2016-01-19 19:30:14.523;2016-01-19 19:30:14.523;2023-06-06
937;99;2011-05-24;privada;2016-01-19 19:38:19.180;2016-01-19 19:38:19.180;2021-05-19
939;102;2011-05-27;privada;2016-01-19 19:48:17.383;2016-01-19 19:48:17.383;2021-05-23
940;172;2013-09-09;privada;2016-01-19 19:51:44.447;2016-01-19 19:51:44.447;2023-06-27
941;102;2011-05-27;privada;2016-01-19 19:55:33.260;2016-01-19 19:55:33.260;2021-05-23
942;233;2011-12-05;privada;2016-01-19 19:57:10.760;2016-01-19 19:57:10.760;2021-11-22
943;233;2011-12-05;privada;2016-01-19 20:05:20.073;2016-01-19 20:05:20.073;2021-11-22
944;233;2011-12-05;privada;2016-01-19 20:06:59.980;2016-01-19 20:06:59.980;2021-11-22
945;115;2011-06-15;privada;2016-01-19 20:10:21.103;2016-01-19 20:10:21.103;2021-06-06
947;136;2011-07-14;privada;2016-01-19 20:17:06.183;2016-01-19 20:17:06.183;2021-06-23
948;000;0001-01-01;privada;2016-01-19 20:23:14.370;2016-01-19 20:23:14.370;2022-01-05
949;172;2013-09-09;privada;2016-01-19 20:27:16.200;2016-01-19 20:27:16.200;2023-06-27
950;246;2013-12-20;privada;2016-01-19 20:29:45.387;2016-01-19 20:29:45.387;2023-10-18
951;46;2012-03-05;privada;2016-01-19 20:35:16.763;2016-01-19 20:35:16.763;2022-01-24
952;246;2013-12-20;privada;2016-01-19 20:40:06.390;2016-01-19 20:40:06.390;2023-10-31
953;151;2013-08-08;privada;2016-01-19 20:52:47.173;2016-01-19 20:52:47.173;2022-01-24
954;247;2013-12-20;privada;2016-01-19 20:54:40.813;2016-01-19 20:54:40.813;2023-12-04
955;207;2009-10-26;privada;2016-01-19 20:57:45.937;2016-01-19 20:57:45.937;2020-02-22
956;207;2009-10-26;privada;2016-01-19 20:59:27.890;2016-01-19 20:59:27.890;2020-06-01
957;46;2012-03-05;privada;2016-01-19 21:01:02.750;2016-01-19 21:01:02.750;2022-01-24
958;53;2014-03-17;privada;2016-01-19 21:07:12.957;2016-01-19 21:07:12.957;2024-03-07
959;207;2009-10-26;privada;2016-01-19 21:12:14.907;2016-01-19 21:12:14.907;2020-03-12
960;207;2009-10-26;privada;2016-01-19 21:13:50.957;2016-01-19 21:13:50.957;2020-01-15
961;110;2014-06-10;privada;2016-01-19 21:20:39.580;2016-01-19 21:20:39.580;2024-05-12
962;000;0001-01-01;publica;2016-01-19 21:21:42.613;2016-01-19 21:21:42.613;2022-03-15
963;236;2009-12-04;privada;2016-01-19 21:23:18.160;2016-01-19 21:23:18.160;2019-11-13
964;236;2009-12-04;privada;2016-01-19 21:24:54.707;2016-01-19 21:24:54.707;2020-02-15
965;236;2009-12-04;privada;2016-01-19 21:26:29.817;2016-01-19 21:26:29.817;2020-03-15
966;236;2009-12-04;privada;2016-01-19 21:30:57.223;2016-01-19 21:30:57.223;2020-02-10
967;236;2009-12-04;privada;2016-01-19 21:35:51.630;2016-01-19 21:35:51.630;2020-01-14
968;000;0001-01-01;privada;2016-01-20 14:17:34.137;2016-01-20 14:17:34.137;2022-04-09
970;99;2012-05-23;privada;2016-01-20 14:26:27.453;2016-01-20 14:26:27.453;2022-05-02
971;136;2011-07-14;privada;2016-01-20 14:27:21.280;2016-01-20 14:27:21.280;2021-06-23
972;207;2014-10-28;privada;2016-01-20 14:32:51.360;2016-01-20 14:32:51.360;2024-09-22
973;121;2012-06-22;privada;2016-01-20 14:39:41.453;2016-01-20 14:39:41.453;NULL
976;143;2015-07-24;privada;2016-01-20 15:37:59.647;2016-01-20 15:37:59.647;2025-05-28
977;142;2015-07-23;privada;2016-01-20 15:48:57.667;2016-01-20 15:48:57.667;2025-06-25
978;166;2012-08-29;privada;2016-01-20 15:52:54.523;2016-01-20 15:52:54.523;2022-07-17
979;198;2011-10-14;privada;2016-01-20 16:29:46.920;2016-01-20 16:29:46.920;2021-08-01
980;198;2011-10-14;privada;2016-01-20 16:42:58.797;2016-01-20 16:42:58.797;2021-08-24
981;198;2011-10-14;privada;2016-01-20 16:49:07.140;2016-01-20 16:49:07.140;2021-08-22
982;198;2011-10-14;privada;2016-01-20 17:06:28.173;2016-01-20 17:06:28.173;2021-09-05
983;166;2012-08-29;privada;2016-01-20 17:11:44.097;2016-01-20 17:11:44.097;2022-08-20
984;198;2011-10-14;privada;2016-01-20 17:16:47.457;2016-01-20 17:16:47.457;2021-09-05
985;198;2011-10-14;privada;2016-01-20 17:26:04.130;2016-01-20 17:26:04.130;2021-09-05
986;166;2012-08-29;privada;2016-01-20 17:28:39.707;2016-01-20 17:28:39.707;2022-07-20
987;198;2011-10-14;privada;2016-01-20 17:35:58.600;2016-01-20 17:35:58.600;2021-09-05
988;198;2011-10-14;privada;2016-01-20 17:44:10.337;2016-01-20 17:44:10.337;2011-09-22
989;166;2012-08-29;privada;2016-01-20 19:12:07.923;2016-01-20 19:12:07.923;2022-07-20
990;202;2011-10-21;privada;2016-01-20 19:19:44.800;2016-01-20 19:19:44.800;2021-10-05
991;166;2012-08-29;privada;2016-01-20 19:20:07.253;2016-01-20 19:20:07.253;2022-08-04
993;233;2011-12-05;privada;2016-01-20 19:28:58.190;2016-01-20 19:28:58.190;2021-11-07
994;64;2013-04-03;privada;2016-01-20 19:31:32.660;2016-01-20 19:31:32.660;2022-11-28
