id;rango_numeracion;numero_asignado;tipo_recurso_numerico;nota;created_at;updated_at
1480;NULL;NULL;NULL;NULL;2016-04-01 22:29:44.787;2016-04-01 22:29:44.787
1482;NULL;NULL;NULL;NULL;2016-04-01 22:30:47.083;2016-04-01 22:30:47.083
1483;NULL;NULL;NULL;NULL;2016-04-04 18:03:03.747;2016-04-04 18:03:03.747
1484;NULL;NULL;NULL;NULL;2016-04-18 21:18:14.280;2016-04-18 21:18:14.280
1485;NULL;NULL;NULL;NULL;2016-04-19 15:23:54.013;2016-04-19 15:23:54.013
1486;NULL;NULL;NULL;NULL;2016-04-19 15:30:22.763;2016-04-19 15:30:22.763
1487;NULL;NULL;NULL;NULL;2016-04-19 15:39:09.907;2016-04-19 15:39:09.907
1488;NULL;NULL;NULL;NULL;2016-04-19 15:45:43.087;2016-04-19 15:45:43.087
1489;NULL;NULL;NULL;NULL;2016-04-19 15:56:34.560;2016-04-19 15:56:34.560
1493;NULL;NULL;NULL;NULL;2016-05-18 22:26:14.023;2016-05-18 22:26:14.023
1494;NULL;NULL;NULL;NULL;2016-05-19 16:00:08.163;2016-05-19 16:00:08.163
1495;NULL;NULL;NULL;NULL;2016-05-19 16:27:58.480;2016-05-19 16:27:58.480
1496;NULL;NULL;NULL;NULL;2016-06-24 15:26:53.683;2016-06-24 15:26:53.683
1497;NULL;NULL;NULL;NULL;2016-06-24 20:13:43.857;2016-06-24 20:13:43.857
1500;NULL;NULL;NULL;NULL;2016-07-11 17:07:17.737;2016-07-11 17:07:17.737
1501;NULL;NULL;NULL;NULL;2016-07-11 17:09:04.363;2016-07-11 17:09:04.363
1502;NULL;NULL;NULL;NULL;2016-07-11 17:10:20.457;2016-07-11 17:10:20.457
1503;NULL;NULL;NULL;NULL;2016-07-11 17:15:02.443;2016-07-11 17:15:02.443
1504;NULL;NULL;NULL;NULL;2016-07-11 17:19:29.553;2016-07-11 17:19:29.553
1505;NULL;NULL;NULL;NULL;2016-07-11 17:24:52.913;2016-07-11 17:24:52.913
1506;NULL;NULL;NULL;NULL;2016-07-28 18:11:20.480;2016-07-28 18:11:20.480
1507;NULL;NULL;NULL;NULL;2016-07-28 18:27:36.670;2016-07-28 18:27:36.670
1508;NULL;NULL;NULL;NULL;2016-07-28 18:34:18.127;2016-07-28 18:34:18.127
1509;NULL;NULL;NULL;NULL;2016-07-28 18:43:53.097;2016-07-28 18:43:53.097
1510;NULL;NULL;NULL;NULL;2016-08-17 15:00:45.907;2016-08-17 15:00:45.907
1511;NULL;NULL;NULL;NULL;2016-08-17 15:05:39.983;2016-08-17 15:05:39.983
1512;NULL;NULL;NULL;NULL;2016-09-08 15:52:17.880;2016-09-08 15:52:17.880
1513;NULL;NULL;NULL;NULL;2016-09-08 16:00:47.867;2016-09-08 16:00:47.867
1514;NULL;NULL;NULL;NULL;2016-09-08 16:21:01.633;2016-09-08 16:21:01.633
1515;NULL;NULL;NULL;NULL;2016-09-08 17:24:09.750;2016-09-08 17:24:09.750
1516;NULL;NULL;NULL;NULL;2016-09-08 17:38:04.737;2016-09-08 17:38:04.737
1517;NULL;NULL;NULL;NULL;2016-09-09 21:26:35.010;2016-09-09 21:26:35.010
1518;NULL;NULL;NULL;NULL;2016-09-12 21:16:10.383;2016-09-12 21:16:10.383
1519;NULL;NULL;NULL;NULL;2016-09-27 15:41:41.310;2016-09-27 15:41:41.310
1520;NULL;NULL;NULL;NULL;2016-10-06 17:07:03.753;2016-10-06 17:07:03.753
1521;NULL;NULL;NULL;NULL;2016-10-06 19:32:49.237;2016-10-06 19:32:49.237
1524;NULL;NULL;NULL;NULL;2016-10-06 19:51:54.517;2016-10-06 19:51:54.517
1526;NULL;NULL;NULL;NULL;2016-10-06 20:26:21.187;2016-10-06 20:26:21.187
1528;NULL;NULL;NULL;NULL;2016-10-06 21:21:54.047;2016-10-06 21:21:54.047
1529;NULL;NULL;NULL;NULL;2016-10-18 18:00:46.410;2016-10-18 18:00:46.410
1531;NULL;NULL;NULL;NULL;2016-10-28 20:03:11.847;2016-10-28 20:03:11.847
1532;NULL;NULL;NULL;NULL;2016-10-28 20:07:28.727;2016-10-28 20:07:28.727
1533;NULL;NULL;NULL;NULL;2016-10-31 20:04:42.560;2016-10-31 20:04:42.560
1535;NULL;NULL;NULL;NULL;2016-11-03 15:27:27.717;2016-11-03 15:27:27.717
1536;NULL;NULL;NULL;NULL;2016-11-17 21:46:32.820;2016-11-17 21:46:32.820
1537;NULL;NULL;NULL;NULL;2016-11-18 17:39:11.740;2016-11-18 17:39:11.740
1541;NULL;NULL;NULL;NULL;2016-12-01 21:33:59.340;2016-12-01 21:33:59.340
1542;NULL;NULL;NULL;NULL;2016-12-02 20:18:38.857;2016-12-02 20:18:38.857
1544;NULL;NULL;NULL;NULL;2016-12-02 20:29:58.350;2016-12-02 20:29:58.350
1546;NULL;NULL;NULL;NULL;2017-01-05 21:54:11.817;2017-01-05 21:54:11.817
1548;NULL;NULL;NULL;NULL;2017-01-06 17:44:25.157;2017-01-06 17:44:25.157
1549;NULL;NULL;NULL;NULL;2017-01-06 17:57:38.927;2017-01-06 17:57:38.927
1550;NULL;NULL;NULL;NULL;2017-01-06 19:39:00.140;2017-01-06 19:39:00.140
1551;NULL;NULL;NULL;NULL;2017-01-06 19:50:17.470;2017-01-06 19:50:17.470
1552;NULL;NULL;NULL;NULL;2017-01-06 20:20:50.053;2017-01-06 20:20:50.053
1553;NULL;NULL;NULL;NULL;2017-01-06 20:34:56.147;2017-01-06 20:34:56.147
1554;NULL;NULL;NULL;NULL;2017-01-06 20:44:45.977;2017-01-06 20:44:45.977
1555;NULL;NULL;NULL;NULL;2017-01-30 20:57:18.417;2017-01-30 20:57:18.417
1556;NULL;NULL;NULL;NULL;2017-01-30 21:08:31.377;2017-01-30 21:08:31.377
1557;NULL;NULL;NULL;NULL;2017-01-30 21:23:42.560;2017-01-30 21:23:42.560
1558;NULL;NULL;NULL;NULL;2017-01-30 21:45:06.210;2017-01-30 21:45:06.210
